sgRNA	Gene	D1_MOI2_High	D1_MOI2_Low_Mid	D1_MOI2_Low	D1_MOI2_Mid_High	D2_MOI2_High	D2_MOI2_Low_Mid	D2_MOI2_Low	D2_MOI2_Mid_High	D1_MOI5_High	D1_MOI5_Low_Mid	D1_MOI5_Low	D1_MOI5_Mid_High	D2_MOI5_High	D2_MOI5_Low_Mid	D2_MOI5_Low	D2_MOI5_Mid_High
s_4726	TIGD2	2840	8211	8140	1405	10735	14715	12429	9009	7319	19078	26208	8750	1209	3718	5011	2866
s_523	FOXI1	1928	5639	3821	1001	7032	9272	7177	5155	4504	3011	5768	3092	766	1043	1598	1172
s_3296	RAX	1834	3944	3829	866	3266	8135	2929	4042	5396	10268	10138	3939	979	1613	2508	1430
s_181	CEBPD	1468	4823	3948	816	4484	6705	7715	6115	2654	11152	7379	2000	787	2405	2959	1565
s_4713	ZNF100	1727	5204	5577	1116	4757	7986	9379	4527	4630	11703	13996	5408	782	2022	2897	1643
s_2603	BHLHE40	2158	3186	2096	815	7581	8006	5694	4253	3140	7608	8218	3227	556	1676	2066	1442
s_174	CEBPA	1826	5301	6202	915	5334	10675	12292	5156	5169	13787	13275	5895	626	1559	1660	1489
s_4642	ZNF483	1643	4673	5195	947	3495	7022	3217	2802	4491	16464	22828	7866	838	2548	2803	2643
s_4203	HSFY1	2424	4745	4158	1073	8130	10117	11453	4452	5579	9254	11928	5079	1085	915	1494	2060
s_3358	LEF1	1376	4748	6218	856	7455	5083	5035	4922	3555	13665	23365	4037	598	1401	1260	1763
s_1114	ISL1	1916	4516	3645	946	6135	5073	4796	4382	4473	6750	11967	3697	840	1476	1651	1229
s_290	DLX2	1413	4784	4772	830	5927	7746	6689	5454	4711	9223	11000	4467	770	1706	2355	1570
s_1864	SP2	1498	3681	3875	707	2106	7607	4480	3013	3496	7097	1973	2522	391	1566	1629	1123
s_2280	ZNF28	3260	8903	10990	1964	10520	22855	26204	11568	9385	20994	22073	9736	1490	3622	5416	3001
s_3908	BHLHE41	1633	4356	3638	799	7592	13230	11113	5321	2435	5107	6303	2453	496	2734	2113	1526
s_779	ONECUT1	1128	3887	3091	791	3608	6029	5986	3105	5638	10179	13007	4735	781	2364	2110	1715
s_2763	ARNT2	1324	2979	2792	572	2313	6180	5260	3360	1726	3767	2127	3259	271	920	1391	1171
s_892	HOXC9	2217	4857	4640	1141	8989	7307	4214	4292	2177	7209	9277	3262	492	1866	2290	1982
s_4884	ZNF718	2256	6345	4884	1198	7745	18371	12863	7303	5234	7429	8039	4037	940	2061	2737	2059
s_1600	POU5F1B	1220	2902	1993	744	3956	3989	6082	3167	5455	5128	3402	3585	673	1216	1119	1006
s_2782	NR1D2	1047	3681	3380	615	5779	5382	6537	3175	2980	6896	6676	3394	1083	1132	1126	1600
s_5620	Non-Targeting Control	1466	4913	4863	768	3309	10344	8734	3886	7593	11897	8968	6600	777	1925	2234	1754
s_673	GZMB	1818	3739	4070	755	3979	7934	6231	2535	4682	12099	19369	5441	713	2232	2489	1469
s_5955	Non-Targeting Control	2500	5930	6375	1218	8732	11424	10474	4989	5697	21870	14624	7266	1964	5492	3721	4438
s_4785	ZNF627	2045	5339	7198	1100	5910	11724	11345	4350	7309	14556	19252	6535	1104	2974	2676	2929
s_2119	NR2E1	2598	8766	8967	1659	6745	18636	14853	9997	10696	24795	22750	11518	1473	4168	3947	4467
s_1231	MEOX1	1219	2552	2519	553	6843	6703	5058	3078	2026	7881	3247	2368	853	1361	1003	1287
s_4968	ZNF852	2121	6177	4277	984	4397	10407	6510	4303	7325	10765	6584	4765	711	2784	4222	1851
s_5009	ZNF260	2544	8514	10593	1563	6212	14267	21570	7730	9312	20823	29679	8339	1605	3583	5793	3333
s_2134	TP73	2384	4903	3262	1444	7417	15805	9813	11889	6029	8586	4803	4576	617	3481	3127	2841
s_1735	SALL2	1145	4708	3581	770	2506	5181	7758	1911	3038	6486	10165	4218	708	1404	855	1679
s_5356	FOXO6	1235	2010	1959	693	3194	10170	9466	4359	2470	6591	8903	2851	532	1230	838	1277
s_2525	ZNF212	2175	4375	4270	989	8618	9469	8101	6537	4613	8127	7556	3513	1111	2297	2641	2096
s_2697	ZNF264	1818	5841	6103	1071	6991	12051	12822	4793	4465	9890	13889	6082	708	3239	4375	2442
s_2228	ZNF7	3782	11921	12196	2398	15840	27897	19896	10240	14245	24651	49961	9666	2226	4365	6273	4446
s_3071	KLRK1	2192	6573	8655	1401	11293	18924	16323	8256	6070	11888	14105	10200	1012	2875	3530	1899
s_4753	ZNF883	1316	3900	4924	888	4869	9987	7691	4997	4092	8100	15053	3757	1017	1853	3125	1773
s_781	HNRNPK	1534	2458	2473	509	3974	4392	4672	3142	2652	3798	1701	1438	389	1102	1059	1345
s_4664	ZNF519	2031	5334	5252	1160	6741	14619	11842	7589	3916	9271	9407	3934	1739	2614	4620	2207
s_2427	ZNF177	1622	4148	4209	828	6592	11174	12816	6615	3890	15632	6817	4374	693	2022	3262	1793
s_3065	ZBTB1	1839	4746	3576	1028	4570	6686	14655	5149	8433	23219	32526	10489	955	2594	2025	2569
s_2230	ZNF8	1936	5776	5017	1071	5735	16466	13877	6889	5794	14091	16094	7708	745	1536	1684	1599
s_3781	NEUROD6	2733	7969	8593	1552	11170	15471	15920	7755	7294	27380	27937	7527	2000	4121	4674	3578
s_2370	ZNF134	1923	4568	5370	961	5965	9092	12419	6581	8823	22653	39529	9890	1373	2972	2267	2487
s_3016	KLF12	1490	5200	5153	983	5340	12450	12386	6365	6411	9720	4379	3561	1005	3070	2308	3032
s_4537	ZNF480	3248	11388	11049	1886	8799	13310	14960	7816	13510	28600	38270	15253	2759	4112	4347	4721
s_2311	ZNF45	2383	3378	3715	847	7126	7636	9538	4833	3078	6699	10396	3943	488	995	799	1311
s_1827	SOX3	766	1813	2296	594	2326	4753	3821	1983	3916	4426	4607	4388	338	1133	1645	1016
s_1149	LTA	2343	5197	4513	1090	5895	14920	10390	10383	9230	15769	31459	7390	1187	2694	2459	2686
s_3202	NKX2-8	931	2422	2675	429	2209	3030	1543	1311	3594	4869	1602	1581	306	1113	1948	1090
s_1575	POU3F2	1249	3688	3600	698	4453	8798	9340	2890	3626	7198	14134	5055	543	1947	2052	1603
s_5446	Non-Targeting Control	2343	7733	6873	1372	9252	20084	18035	10127	6379	15363	20414	8322	1036	2063	3490	2017
s_1176	SMAD3	1113	3612	3420	551	4232	5388	8626	3761	2553	4838	7473	2837	696	1374	2018	1275
s_2307	MZF1	2349	6330	4895	1250	9685	14179	12418	7639	4079	11866	14286	5454	1234	2720	2666	2416
s_687	HIF1A	2025	5723	5794	995	3716	6461	2305	3303	5134	14165	13874	5695	1007	1579	2557	1208
s_4523	ZSCAN29	2010	6481	5278	1113	6965	11661	11528	6873	4579	12018	30091	6381	1216	2007	2931	2342
s_4081	MIXL1	1233	4380	4308	830	2693	8564	9691	3454	4823	10051	19626	4895	869	1777	2379	1621
s_2666	GCM2	1468	4037	3278	745	4615	8700	9226	5014	4857	6077	1220	4921	931	1934	3246	1238
s_4343	ZNF653	872	1920	2093	503	5335	2933	6576	2920	1456	1917	2631	1022	270	495	996	476
s_3177	ZZZ3	2252	5449	3417	1106	6286	8457	3693	7885	5271	13517	22345	5534	1175	2035	2322	2382
s_4595	ZNF555	1782	6418	5892	992	6203	10961	8332	7154	6487	18363	25008	5069	1257	2675	2799	2005
s_4791	ZNF626	194	400	354	136	1147	1599	482	464	483	209	1984	131	142	414	550	433
s_631	GLI1	2397	5229	5516	757	7125	8737	7300	4602	5803	15300	21692	6376	790	1606	1361	1559
s_1782	SIM1	1545	5828	3894	962	5129	7072	5967	4523	5324	11531	14843	5329	1016	2248	3855	2087
s_1207	MECP2	2213	3656	4147	1035	7777	11192	10916	5705	6464	15200	25329	7047	1376	5390	4515	3054
s_3700	NFE4	1305	4352	2161	784	6033	9944	8203	7962	3951	5929	13656	2639	414	1259	2130	1259
s_5045	ZNF677	2662	8811	9779	1773	4992	14427	17502	7957	10107	13363	10935	6837	953	3450	3445	2493
s_1053	IL12RB2	1614	5766	4568	1024	4771	10731	11092	4157	5025	9647	5561	4963	800	1899	1411	1740
s_4383	FOXN4	1710	4266	3668	789	3895	4262	7409	4762	2912	3555	775	1075	805	1837	2028	1610
s_691	HIVEP1	2289	5696	6496	1070	5392	11856	15214	7169	6944	15375	18353	6843	1146	2625	3440	2604
s_3497	SOX6	1664	6580	4461	1123	4677	8061	12155	5455	5492	12250	8162	5221	709	4844	3532	3373
s_4976	ZNF454	2951	7951	6962	1557	10054	12324	9462	8790	9725	21019	25066	14257	1844	4731	5178	3435
s_2148	TRPS1	1503	4623	6689	825	2988	4260	5828	3516	5884	9062	9772	3769	811	2141	2175	1539
s_5907	Non-Targeting Control	1183	4462	5436	727	5600	8569	11461	4435	6886	11319	8289	5041	883	1716	1620	1738
s_3155	SPDEF	1163	3374	2189	685	4159	4992	3984	4017	2491	6066	9895	1700	539	1208	1559	1065
s_2351	ZNF222	1872	7117	5690	1113	6921	13113	8734	7412	5378	12317	12963	4958	623	2028	3287	2086
s_4202	HSFY1	2278	6384	7513	1340	7183	14087	16546	10506	8353	22231	31932	10714	1058	2538	2438	2494
s_1089	IRF2	2520	5283	4375	1041	7858	11998	7286	6186	5465	20646	16792	6367	1210	4016	4029	2864
s_2930	TCFL5	1960	5121	5234	1006	7220	11603	9765	5636	7682	11508	15537	6975	796	2762	2044	2648
s_2303	ZNF41	2318	4370	4806	965	6320	9160	8681	5747	3702	9649	17098	3202	1111	1642	3024	2142
s_57	ZFHX3	1176	3421	3545	645	4073	5316	4160	3930	4126	4076	9242	3963	385	1552	2106	1120
s_5256	DUXA	2000	4500	5406	1107	5583	11222	11066	6155	4363	14093	9331	6182	1364	2544	2341	2128
s_2932	TCFL5	1247	2545	2132	517	2199	3774	4224	2215	1440	2750	1892	1882	341	752	573	868
s_973	IFNGR1	2477	4657	4483	1270	9300	7130	7234	7473	4985	8858	12977	6919	1485	2372	1034	2993
s_3044	ATF5	1509	3655	4089	877	4815	9394	12215	4944	5735	8145	13168	4243	678	2846	2394	3097
s_4311	FOXP2	2331	6552	5949	1421	9146	17871	18876	8397	7871	46379	63209	14975	2575	4620	4276	4204
s_4541	ZNF534	1785	6815	5468	1151	6500	12182	12157	4078	2833	10705	12847	2922	696	3291	2827	2458
s_3039	IKZF2	2562	5216	6635	1268	6101	10973	12283	5279	8544	18448	30084	7047	792	2839	2606	1747
s_4747	GLIS3	2231	5841	5590	1218	7751	13685	15964	5896	5245	13497	18732	3579	1659	2156	2627	2200
s_1446	NR4A2	1411	4016	4169	929	3649	4588	2899	4179	5193	6480	14032	2533	872	1947	2091	1720
s_2276	ZNF26	3077	8348	6190	1506	9215	12957	12860	8598	8609	11089	17369	7313	1294	3162	2574	3019
s_2284	ZNF32	2552	7886	8124	1298	9599	17175	11649	9423	6622	19709	24176	6336	1313	2874	2729	2997
s_4894	ZNF549	1963	4445	4965	950	3949	6392	6637	3163	5442	7945	12910	4160	961	2961	4576	2614
s_3149	ZNF324	2267	5346	5056	1118	7469	12482	5927	5700	9411	18535	15207	9383	1193	2137	2363	1822
s_5961	Non-Targeting Control	2005	5171	5811	1019	6528	15049	11751	7039	7561	19396	23587	8220	648	1794	2012	1440
s_3189	ZNF337	2198	3987	2962	878	5470	6379	7336	5315	7572	10327	20866	5150	1679	1822	1616	1725
s_2428	ZNF177	2310	5992	3915	1085	5917	11873	9794	6060	4731	7584	11728	5951	626	3929	2968	3288
s_3873	ZNF649	1601	6007	4866	1195	6723	9031	6239	6473	4266	12538	11618	6012	775	2571	4984	2069
s_3674	ZNF317	1325	3496	2744	860	4496	4692	9942	5020	3206	5167	6854	3267	808	1562	2045	1506
s_2118	NR2E1	2016	5637	5728	1136	7065	9920	11080	8042	7566	17755	14341	5570	1119	2369	2692	1935
s_803	HOXA3	1044	3736	2272	774	3385	5268	5622	3116	4127	5643	8016	3111	652	771	1400	1044
s_5516	Non-Targeting Control	1517	6023	4281	895	6369	10638	6283	7320	6082	9845	6528	5318	911	2328	2957	2168
s_5781	Non-Targeting Control	1588	4128	4596	795	3218	6857	7340	3725	4163	8719	19266	4057	589	1897	5100	1287
s_2321	ZNF75D	1726	5919	7641	1049	8530	13531	12453	8458	3963	10807	10330	5417	882	2410	3513	2080
s_4863	FERD3L	2042	6241	5985	902	7654	10401	11284	6770	5394	14376	16780	7311	1082	2835	2327	2106
s_2833	IKZF1	2228	5752	6472	886	3790	9705	18729	4452	3818	10960	14399	4735	1071	2373	7972	1938
s_2387	ZNF141	3372	10432	12932	2025	8984	14000	15581	8201	7812	26321	32820	10239	1494	4175	3984	4010
s_2792	ZBTB33	1044	5267	4236	837	2726	12295	9018	3721	6348	12551	10735	6288	922	2356	1317	1730
s_5707	Non-Targeting Control	2601	7378	7544	1534	8822	15328	14501	7174	6304	14389	4876	5913	1015	3029	5466	2688
s_1214	MEF2C	1241	3907	3050	807	5230	8679	6088	3046	3706	13130	11314	4581	512	1832	2397	1707
s_1835	SOX5	2823	6795	4959	1295	12360	12278	11436	7732	7291	17678	19563	9910	1051	1833	4307	2624
s_318	ARID3A	871	2493	3335	474	3982	3913	5060	3045	3128	7029	6900	2831	533	501	1893	1289
s_983	RBPJ	1993	6179	6096	1119	4881	13553	14355	5845	3794	13475	7670	5212	654	2435	3269	1732
s_5723	Non-Targeting Control	1845	8440	6651	1245	5059	13413	9775	8294	6876	19808	18846	7622	946	2885	2168	1754
s_4910	ZNF311	1788	4311	5594	996	6092	9431	12410	4623	4041	8985	8551	4596	645	2277	1235	1780
s_5722	Non-Targeting Control	4661	13522	13072	2544	15110	21994	23792	11390	12051	29946	41786	11370	2825	4512	7102	4609
s_3099	MGA	2909	7985	8404	1645	11652	15822	12419	10359	9956	15898	26664	7545	1498	3004	5768	2892
s_1849	SOX15	1238	2524	3897	738	3505	10830	13343	6719	4129	8785	8594	3728	855	1318	1828	1316
s_3764	FKBPL	1469	3921	3832	674	6112	8018	9354	4949	2693	11181	6105	3612	603	2236	1690	1573
s_5180	ZNF793	1906	4687	5495	1052	6307	8103	9667	5930	7813	14352	21685	6698	1465	1967	2312	2606
s_5377	ZNF783	1739	5538	6073	975	6321	12045	7464	7310	4275	12137	12145	5374	1127	2005	2809	2382
s_176	CEBPA	1297	2999	3320	642	5588	9525	11692	4709	3926	11417	7639	4627	978	1349	2524	1482
s_3151	ZNF324	1716	4074	4581	809	9182	6478	10254	5740	2762	7498	4871	4450	710	1397	1165	1170
s_1708	RORB	2092	4726	5618	968	6558	9340	10905	5147	3973	8214	17211	6094	888	3262	2713	2480
s_4073	ZNF484	2147	7033	7064	1124	5593	8792	13384	5278	6652	11824	10782	4686	1098	2665	2680	1961
s_2003	ZEB1	797	2256	3883	430	3700	9935	10188	4849	2872	8527	15371	2667	392	1381	2996	1381
s_4867	ZNF396	1298	4126	5204	696	3870	6829	9905	2354	2671	6536	6561	3363	477	1502	2955	1081
s_3692	ZNF410	1186	3105	2674	697	3156	5702	3456	4077	6445	7904	22312	3618	872	1337	2067	1273
s_682	HIC1	2730	6149	7633	1436	8156	9654	14546	5641	8559	19119	20455	10381	1217	3692	3743	3056
s_1318	MYOG	2433	6925	9654	1181	4892	14241	9505	6624	8766	27977	34457	10011	1353	3291	2661	2974
s_5782	Non-Targeting Control	3314	8092	6933	1592	5229	10632	10825	5777	5180	10193	13992	5493	747	3073	3643	2281
s_1208	MECP2	1026	2800	3503	648	3662	5449	6107	3600	1366	15114	3255	2218	504	1405	1317	1066
s_1736	SALL2	1880	5472	4446	1052	8811	12822	16038	7368	5052	12837	16076	6818	1085	2056	3180	2070
s_3515	ZNF334	2104	7283	7465	1208	6583	15980	12177	7615	6298	11891	9417	5569	1262	3791	3597	2316
s_4187	ZIC5	1669	3459	2565	743	3515	7142	10214	3525	7482	9357	15871	4954	634	2384	1918	1789
s_96	CXCR5	2231	4051	4141	1002	5692	10449	11531	8083	3552	13679	15312	5054	1164	1559	3138	1546
s_3210	LHX6	1259	4541	4830	916	3595	6938	12562	2210	3923	6209	3458	2323	364	1074	1802	1311
s_1248	KMT2A	2701	8264	8808	1508	8300	15780	13129	7836	7968	18219	19142	8893	1061	3385	4139	3188
s_5501	Non-Targeting Control	3634	10613	11244	1993	12022	24354	18390	13320	11775	28597	24561	14077	1823	4882	6411	4486
s_2263	ZNF182	2072	4585	5618	1188	4903	6781	5444	4431	2798	12749	7678	3911	681	2091	2912	1445
s_5949	Non-Targeting Control	638	1766	1016	237	2003	1513	2445	933	3023	3290	1048	2169	449	870	1598	1302
s_5313	ZNF705D	2132	6322	6186	1236	5521	14204	11890	5949	5492	15360	25508	7727	1138	2644	4801	2859
s_2980	VAX1	1098	4080	3496	727	5627	6673	6031	4405	1524	5028	8538	1911	576	1373	1228	1223
s_2643	SOCS3	1741	5378	5514	1085	5512	12650	12047	6916	8052	14976	20231	4436	1074	3315	4470	2866
s_377	ELF3	1525	6001	7249	944	4000	6618	8654	4817	6320	12012	17493	8039	1064	2458	2579	2487
s_1888	SREBF1	2917	9553	9499	1342	10455	15271	13097	7038	6267	18296	18543	7886	1544	3642	4497	3080
s_380	ELF3	1975	6075	5137	1165	7816	7402	10664	3683	7554	13998	12903	8228	896	3876	12324	3117
s_4896	PTF1A	955	4306	2912	572	4510	6369	4993	2866	4839	6816	5957	2989	913	1014	1477	1077
s_2929	TCFL5	1985	5404	7684	1266	8306	13800	10256	7665	8714	11837	16275	8237	1038	2884	3083	2405
s_3256	VENTX	1806	6176	5802	998	6169	14677	12733	8580	6490	16605	11083	7396	973	2361	4444	2225
s_4336	ZNF554	2114	6153	4759	1294	10379	8034	11232	6993	7957	11515	22529	6395	846	2589	3276	1804
s_3232	FOXB1	758	1662	1584	387	2358	4288	3321	2141	2641	5145	5803	1515	347	3166	1892	1961
s_1630	PROX1	1176	2242	2432	542	7062	6433	5962	2876	2086	6952	6529	2335	933	924	644	1375
s_2574	NR0B2	2196	6655	5979	1168	6278	10515	10915	6064	7068	15695	18632	6976	857	2886	3106	2387
s_1876	SPI1	1185	3858	1988	548	3376	8154	8954	3595	3257	5177	10293	3027	633	1352	684	1118
s_3434	HES2	1316	2550	3692	622	6466	5865	5639	4052	2461	13202	8076	4581	854	1228	982	1299
s_2001	ZEB1	2620	9115	11469	1539	10783	21018	22302	8097	5369	14075	23927	6800	1726	4005	7357	3259
s_3950	ZNF552	2780	8441	8892	1503	5692	12242	11278	6870	9584	20093	39203	9938	1813	3896	3103	2785
s_4540	ZNF534	3026	6764	6770	1262	7627	19304	11094	6713	6780	15008	16137	6915	1910	1699	1114	2620
s_4026	PBX4	1193	4785	2857	699	4218	6196	8428	3380	2489	4647	2690	2595	481	1648	1497	1110
s_5120	ZNF790	1963	5169	6624	1012	6203	10210	8207	5984	6605	13376	13271	6030	1458	3030	4159	2896
s_3680	ZNF529	1877	6516	5519	1239	4636	9174	9787	4383	4514	8502	10537	3380	552	2589	2120	1528
s_4660	ZFP1	2013	7296	7442	1389	5069	9016	10168	5246	8495	13452	8466	9848	1299	3136	4006	3620
s_5208	ZBTB34	1649	5133	6229	1024	8082	8123	10922	4405	5120	12657	18831	6156	898	1854	2376	1837
s_2482	ZNF225	1052	2275	1769	612	3404	6724	7626	2881	3603	8267	6636	2508	752	1227	2698	1595
s_5430	Non-Targeting Control	3699	10205	9557	1891	11241	14555	12179	8381	7799	19284	17974	9701	1829	6126	5619	4970
s_1313	MYOD1	1383	4142	4613	779	2033	5146	7518	2890	9532	13024	18360	8251	623	1347	1551	1413
s_4100	ZNF541	1741	3991	4148	695	3403	6298	9644	4136	3329	9724	16972	4168	947	2444	2014	1472
s_5440	Non-Targeting Control	2186	7990	7495	1302	9901	13905	15977	6858	9097	20391	14510	9704	1934	4252	5727	3382
s_3067	ZBTB1	2022	4058	4051	964	5859	6953	5430	4738	6381	12041	11841	6925	1277	1708	2300	1846
s_1690	RFX3	1677	4325	4945	997	6218	9700	6604	4480	4821	14275	13653	5085	857	2045	2593	1751
s_115	BTN1A1	1772	4892	4220	1069	5532	8669	9661	5558	4970	10291	11743	4328	726	2947	2481	2350
s_2413	VEZF1	1399	5933	4426	1061	4391	8032	8285	5453	8011	18107	24231	6340	1246	1850	3455	1948
s_4689	ZNF791	2481	5764	6451	1539	6808	10048	9108	5930	7861	19193	16002	7488	1393	3062	3325	2511
s_3986	GRHL2	3114	8768	9858	1637	9209	14486	19273	8289	8849	16757	19766	8032	1468	4036	3979	3640
s_1682	RFX1	1532	5486	3722	1464	2954	5051	5191	1832	4543	10460	13237	4905	753	1802	1543	1876
s_3132	PATZ1	1695	5548	5773	1036	6733	6244	4286	3975	7948	11074	17782	5513	2785	1587	2827	2478
s_4646	ZNF782	1664	5238	5326	1058	10276	13913	11860	6373	5924	16109	16626	8783	1086	2598	3308	3028
s_5541	Non-Targeting Control	1964	5312	5066	980	9354	10051	6508	5754	4518	10465	9991	4254	724	3593	2400	2340
s_5598	Non-Targeting Control	3690	9607	8824	1844	7929	10733	10873	8851	5639	16641	18447	6603	1373	2842	4489	2663
s_1269	MSX2	1506	4063	2426	705	8201	10585	10338	4601	5034	6861	17710	5783	616	1358	1652	1301
s_4204	HSFY1	1556	6833	5175	1142	5181	8444	6295	5644	7634	13470	20633	9035	861	2759	3413	2354
s_4511	E2F7	1597	3635	3108	825	7251	9432	10810	5477	6360	10241	9978	3507	787	2020	2879	1584
s_4769	ZNF431	2297	7094	7815	1382	7039	10669	9141	6674	8160	21173	24633	7669	1644	2851	3748	2662
s_465	ETV2	2321	6409	6503	1216	5211	11818	12504	6025	5300	14273	25498	4069	889	2109	3235	2337
s_3586	ARNTL2	1740	4378	2713	1038	3744	10859	9941	4392	3962	7279	4682	3132	619	2792	4148	1615
s_952	HSF1	872	2658	2651	611	2784	10826	7811	3562	1691	4816	1096	2402	438	1465	817	862
s_4391	HSF5	1306	3898	3486	891	5968	10960	9593	5239	2880	6892	1356	4367	1004	1844	2575	1912
s_4362	ZNF354B	2335	6881	7061	1352	5664	12582	11764	7551	8501	14830	19360	6829	697	3218	3535	2102
s_4510	ZNF664	1645	5620	4982	1108	4605	12193	12644	4776	7868	13785	15703	6261	1108	3109	4155	2051
s_3070	KLRK1	1655	3762	2508	841	5286	7600	8281	5218	9752	6465	10153	4567	674	1883	1718	1320
s_2558	EOMES	893	2854	2228	503	2593	5582	6676	3849	4123	5660	13815	3322	978	1653	2357	1295
s_3556	ZNF302	3770	7373	7646	1630	10062	17975	13789	7702	10903	23578	26713	11416	1702	3743	5405	3628
s_2571	ZNF282	1300	3509	5098	993	3591	7076	10902	2765	3516	7627	14080	3025	607	1679	2570	1578
s_5089	ZNF81	1570	5872	5302	812	5069	8806	10208	5278	4191	11869	16290	5146	1123	1861	1853	1856
s_5734	Non-Targeting Control	1338	4680	4016	1120	5977	7428	7289	4848	8417	11294	16560	5036	830	2746	2784	1588
s_3472	THAP1	2100	7141	5981	1271	4827	9086	15926	6436	7954	13879	11851	6031	1454	2170	3243	2333
s_135	CBFB	2251	757	503	309	4550	2057	3499	2135	7288	2868	968	1770	979	316	579	781
s_1230	MEOX1	2276	7369	5994	1217	4928	6923	6710	3858	6679	18312	21035	7494	1166	3685	4751	3450
s_4886	ZNF718	1976	8313	6937	1349	6708	15365	15413	7726	6430	15103	12510	7584	1186	2299	3039	2757
s_3721	DMRT3	1572	4822	4004	921	3417	7266	9503	3637	4597	5788	4389	4896	685	2596	3251	1390
s_3679	ZNF529	3217	7644	7260	1700	10372	14155	17128	7550	7568	12415	14820	8315	1447	3045	2849	2794
s_5184	ZNF805	1563	4071	3579	849	7048	8428	11320	2961	4912	6227	5301	3707	300	859	1376	901
s_1325	NEUROD2	566	2313	1690	564	2379	5566	5141	2055	1160	6646	8836	2297	588	821	1870	702
s_4359	ZNF354B	2468	7331	7893	1381	8443	8632	7104	6910	4282	9659	20866	6884	1424	2538	1942	2502
s_1519	PHF1	2067	5924	4858	1027	7006	9850	9265	5699	7378	17398	23432	9998	1161	2176	3651	2110
s_5832	Non-Targeting Control	2850	8070	8646	1676	7870	12148	12428	7087	6739	14202	14163	7451	1106	2941	5081	2736
s_2999	BTN2A1	1426	4011	4483	1071	5800	9014	13065	4838	7408	17366	22567	10079	1509	2842	4799	2866
s_2029	TEAD1	953	4204	3762	787	4618	3039	3419	2280	2170	7934	9538	3599	975	1970	3822	1944
s_1144	LMX1A	1762	5373	3517	1274	5924	7619	9877	3107	3222	9332	9909	5001	973	1973	3068	2872
s_2017	TCF19	1828	5690	6412	928	4939	10743	8223	6756	5809	12595	18981	5075	713	2073	1974	2172
s_3981	ZNF442	3231	7553	8192	1504	5107	12216	10909	8027	7186	16433	23317	7357	1555	4141	3914	4584
s_3230	FOXB1	1310	5702	5229	1046	3397	6659	5602	3826	3190	5919	8072	2853	893	1926	1820	1963
s_5338	TCF24	1022	2336	1678	527	3472	4270	5904	2525	1762	7413	13906	1896	366	1040	925	911
s_4874	ZNF620	1693	5351	4227	829	5022	9539	15709	4220	5778	13913	19113	5815	875	1662	1493	1631
s_4372	SP7	1863	4042	3581	849	3751	9111	8095	4896	3371	9489	14883	3612	724	979	917	887
s_2850	BTN3A3	2133	5294	6856	1109	5869	8565	10578	4936	6641	14377	25128	8156	1477	2869	2224	2819
s_1084	PDX1	1236	4291	3958	623	3336	6908	6641	3325	4835	9159	8405	5303	474	1086	2786	1190
s_2175	WT1	1467	4692	4638	1165	6062	11910	9358	6049	4736	12258	12321	4241	884	1631	3568	1487
s_3314	IL22	2166	4509	4273	972	6241	11422	11270	5566	6617	7344	22846	6609	1089	2413	3179	2422
s_2129	TP53	4561	14740	13242	2764	8805	27801	22270	13433	9303	25392	30787	10145	2397	4979	4765	5212
s_2314	ZNF69	1185	4319	4834	631	3610	6205	8430	4261	3528	10626	5656	4343	878	1109	1460	1079
s_2378	ZNF136	1555	4661	4241	821	4734	8180	10439	7303	2414	7317	2433	1830	473	2309	1319	1750
s_1616	PPARG	2607	8574	8017	1469	11294	13196	13366	6310	6797	18330	16769	9254	1419	2259	3354	2276
s_468	ETV2	1211	2573	2903	569	3927	7034	4081	5601	4255	5138	2960	2820	535	1219	748	1649
s_1482	PAX5	1650	4571	4800	1013	6253	16621	6848	7009	1619	8429	6847	3347	907	1882	3173	1722
s_4388	JDP2	2317	8452	6072	1520	7608	11275	7154	6650	8799	15098	21441	8901	1435	3319	3081	2465
s_640	GLI3	2979	7560	5469	1573	6735	14620	10268	8871	8018	19916	20465	6738	1283	4011	2322	2841
s_5662	Non-Targeting Control	4214	7826	8134	2197	6478	14108	20101	8344	10093	21338	29961	8162	1217	4323	5363	3876
s_2539	FOSL1	1829	4374	5266	1047	8408	12626	10105	8433	8692	18950	24774	7710	1035	2212	3595	1982
s_1612	PPARD	4189	10249	8354	2200	11233	19772	14827	11029	9713	31139	34117	16226	2157	4112	4740	4012
s_417	EPAS1	2246	6435	4972	1398	11036	12719	9152	6043	6674	11405	17610	6641	1253	2981	2089	2920
s_5726	Non-Targeting Control	2192	6232	7363	1161	5605	10575	7969	4239	6524	14022	9861	8256	870	2714	3263	2403
s_4407	ZNF441	1728	3330	3938	802	3365	5092	3541	2954	3220	3238	4881	2380	550	2427	3313	1538
s_509	FOXC1	1569	4029	4659	822	3555	6705	5282	4889	6858	8759	7786	3745	858	2240	2431	1766
s_2950	ZNF274	1498	4064	5476	929	8204	5705	7351	7337	5401	13690	14468	5225	1490	2790	3539	2590
s_2065	TFCP2	1922	6082	5584	1060	8709	10053	10606	4719	5618	13365	12696	6651	882	1806	1858	1908
s_788	TLX1	2227	4676	3197	1033	6689	12100	10188	5423	3098	7965	5458	6299	689	2343	1573	1917
