sgRNA	Gene	D1_MOI2_High	D1_MOI2_Low_Mid	D1_MOI2_Low	D1_MOI2_Mid_High	D2_MOI2_High	D2_MOI2_Low_Mid	D2_MOI2_Low	D2_MOI2_Mid_High	D1_MOI5_High	D1_MOI5_Low_Mid	D1_MOI5_Low	D1_MOI5_Mid_High	D2_MOI5_High	D2_MOI5_Low_Mid	D2_MOI5_Low	D2_MOI5_Mid_High
s_2582	KLF11	1487	4099	2952	964	3187	10214	6681	4689	3809	7292	19268	5501	1042	2411	3410	1564
s_3811	SOX17	1332	2560	2102	516	2250	6737	6004	2743	2191	5173	2346	2683	367	2395	2166	1479
s_1548	PLAGL2	1154	4483	4090	720	5985	7822	5188	3113	3507	10337	9786	3868	814	1915	1829	1410
s_3539	FOXJ2	1580	7522	7783	1073	9862	12174	7217	7090	5023	12258	10799	5413	673	2135	1490	1984
s_1253	NR3C2	1379	4158	3529	729	5271	7358	10976	3400	3321	9784	12318	2847	923	1840	1374	1902
s_3100	MGA	1054	3570	3214	597	2911	4041	4820	2755	2572	9393	3013	4192	451	1736	1519	1751
s_1449	SIX6	660	2823	2451	537	2469	2869	2113	2322	1971	5026	6879	1899	590	1257	913	1080
s_1389	NFKBIL1	1584	5501	6646	951	7065	12290	8009	6802	4673	13218	15118	5174	1063	3183	3990	2139
s_2596	YBX3	1568	5014	2987	766	4341	5364	8947	5309	5090	7743	16428	4240	824	1582	1407	1631
s_2158	NR1H2	1513	2845	1865	845	9253	18651	14348	7966	2746	8584	4102	3380	1233	1462	2179	1464
s_5130	ZNF761	1866	4054	4044	907	5063	10595	12431	5508	4743	16525	23914	6342	798	2583	2112	2198
s_4419	ZNF573	1722	4392	4721	892	5309	8946	4917	5169	6233	10844	17046	6503	1139	1884	2339	1638
s_3168	ZNF345	2142	6534	6839	1066	5998	18561	13542	5166	5753	24019	18846	4922	1211	2623	3341	1902
s_3250	ZNF777	1344	3698	3874	752	3576	7942	7374	4228	1945	7334	4646	3367	351	1726	2288	1290
s_4286	ZNF765	1386	5546	6814	898	4755	9755	8958	5265	3557	8019	2988	5038	512	994	1745	1112
s_5663	Non-Targeting Control	1513	3250	3469	687	2936	6167	12932	3372	3687	6597	21919	3438	758	1712	1722	1656
s_4014	ZSCAN16	1208	3184	2987	645	3124	6159	6198	3345	3215	4749	10941	3292	491	1263	2437	1489
s_1081	PDX1	706	2944	2811	581	2912	2683	597	2055	1192	5398	6252	2307	371	676	788	679
s_1928	STAT5B	563	1369	1636	240	2119	3305	6531	1160	957	2492	3684	2160	227	590	739	483
s_4425	ZNF792	1240	3600	3975	708	5458	6989	8833	5736	2904	7789	8213	4289	472	2234	2663	1944
s_1671	RELA	984	4560	4193	609	4842	7581	4685	2821	4326	7997	2087	3440	221	1116	1300	952
s_1834	SOX5	1407	4309	4483	1150	4948	9863	10907	4363	5925	15881	17436	6541	1331	2127	1671	2594
s_985	IL1R1	1637	4992	5797	912	3737	10225	9714	4549	3100	13231	14219	6231	697	2842	1388	1654
s_1909	STAT2	1291	2793	3543	693	7125	8070	8130	5028	3740	5694	5808	2556	373	1136	1107	1589
s_4206	LHX4	923	3722	3965	519	1255	2774	3677	2074	2309	6476	10152	2228	576	1054	959	752
s_2606	KLF7	958	3476	2464	765	6782	5250	5381	2037	983	4369	12175	1844	203	443	208	550
s_4855	RFX6	1610	3827	4116	910	6042	8815	4864	4390	4670	10420	12628	5524	966	3091	2410	2296
s_2423	ZNF175	1425	4345	3233	759	2661	7574	8267	3876	2267	5929	13071	2164	801	2380	2184	2039
s_5676	Non-Targeting Control	1806	6105	6234	1119	4741	7843	7934	4129	12676	26452	50464	16667	1200	3794	4348	3874
s_2740	CREB5	1341	5013	5081	698	3443	6800	4724	2846	3900	15385	6929	3916	664	1678	3191	1475
s_2671	ZBTB22	1721	6093	7228	1024	6134	10324	9370	7025	2040	9028	10425	4159	747	1373	2005	1736
s_4733	ZNF679	1358	4409	5109	793	6555	7689	6007	3718	3163	7666	17276	3767	956	1419	2504	1532
s_300	DLX4	1054	2845	1751	591	3556	8710	3527	4043	2711	5731	9506	3011	556	2399	1585	2220
s_5052	BARHL2	540	1011	974	287	1166	1221	527	1343	2012	3912	1985	2213	265	486	219	377
s_3696	NEUROD4	1947	6002	3648	997	7130	9465	7559	10011	6477	14817	29422	8307	1213	1901	2167	2530
s_1971	TBX15	1230	4042	4021	600	4558	6216	8952	3541	6043	8408	7619	3897	700	1543	2969	1455
s_1675	RELB	1589	4406	4542	778	4219	9573	8517	3541	9088	16490	26710	10874	1195	2389	2387	2194
s_180	CEBPB	1269	3222	3481	662	6470	7720	6391	7092	5228	12357	14491	4598	764	3137	3726	2859
s_767	FOXA3	1808	6694	6101	1199	6515	11167	13250	7041	8114	11958	23275	6207	1100	2786	2490	2062
s_4839	ZNF485	1959	4558	4769	913	4109	10307	6478	5869	5187	7191	5981	2962	886	2759	3596	1602
s_2995	BTN3A1	1246	3403	3493	638	5647	7322	9284	4212	4337	11260	13257	2480	561	796	1289	1163
s_4621	ZNF595	1739	6103	7422	981	3066	7637	11734	4614	4680	16234	9519	8124	739	1795	1854	2014
s_3757	ZNF667	1654	5162	6253	1048	5587	9031	11174	4343	7479	15380	16906	4937	1032	2138	2368	1842
s_2462	ZNF213	1319	4231	3223	770	6878	10830	10316	4028	5763	11837	13710	5769	559	1533	1184	1120
s_338	E2F5	2318	6649	6948	1136	6981	11797	8531	5848	8926	12071	17020	5917	1330	1794	2735	2117
s_5774	Non-Targeting Control	1463	5297	2940	835	6141	8309	5663	3653	6300	6913	13520	4265	985	2680	3782	1696
s_633	GLI2	1875	3205	3177	840	2914	8316	6927	4401	4149	8361	24145	6303	631	1483	2032	1337
s_4623	IRX2	1129	4349	3768	818	4196	10680	9754	4035	5027	6888	3937	4396	916	1349	1270	1533
s_5409	Non-Targeting Control	1343	4268	4651	752	4341	7514	10331	4187	5955	13025	12797	5788	657	1612	2404	1718
s_1831	SOX4	1420	3559	3137	798	6667	5564	8311	3631	2121	4426	8282	1959	827	1312	1706	1536
s_942	HOXD13	949	4239	3165	705	3093	3073	3056	3780	3806	7713	6792	4651	476	1452	939	1023
s_1121	JUN	590	1401	2501	279	805	3232	1401	1794	2605	3395	13098	3752	666	1725	2490	1261
s_2335	ZNF79	1805	3675	4050	880	4971	7512	3705	3756	5529	8278	1255	5629	985	1829	1452	1741
s_2202	ZIC1	1168	4083	3790	585	2208	4776	4116	3560	2884	7076	4429	2364	337	1631	2353	1700
s_696	HIVEP2	2036	3297	2566	1205	7716	10483	10425	5630	7886	14845	22071	5515	1462	3854	2765	2598
s_5937	Non-Targeting Control	1319	5698	5440	879	5399	7181	6809	3776	6118	11522	13982	4573	644	1031	1624	1077
s_1889	SREBF2	495	1100	1071	311	1563	3892	1941	1105	1844	4687	3903	2201	324	314	459	563
s_344	E2F6	808	3128	2022	473	2125	5287	7063	2991	2390	6055	1603	2006	418	897	1277	805
s_759	FOXA1	1403	3685	3679	717	2684	9447	5970	2676	4795	10440	5096	4080	1068	1929	1477	2036
s_1598	POU5F1B	2041	4468	4786	1004	5913	6825	8190	5736	6245	10078	10073	4434	678	2237	2486	1477
s_1270	MSX2	1228	3973	2843	727	4054	3552	4609	2452	3148	6579	10886	3783	1227	2527	2882	2420
s_1567	POU2F2	1842	4934	5168	984	7902	8226	8168	5364	5220	12548	19651	4403	1078	3117	2253	2098
s_3999	ZNF430	2403	7260	6914	1267	9654	12575	12044	7097	8067	19399	26331	9031	1136	2614	2950	2457
s_5247	ARGFX	928	4028	3144	827	3290	6985	5481	3630	7286	8020	11026	4714	568	1920	2487	2648
s_3127	ZNF281	1401	3946	4170	783	6520	7556	8070	5713	4771	7165	7910	4510	689	2347	1971	2014
s_4062	SCRT1	723	2870	2791	502	2714	3395	3248	2297	4610	7794	6881	4035	438	2240	2034	1260
s_813	HOXA6	1421	4501	4480	1037	4917	7194	7320	3781	6749	9360	6256	5065	535	3288	3457	2648
s_1973	TCF4	1011	2532	3350	542	3478	6689	10356	4077	2440	7598	9731	1602	789	1230	987	1200
s_2252	ZNF17	1552	3754	4501	849	4653	9582	9406	2758	7044	7815	19619	2946	975	1899	2884	2033
s_749	HMX1	910	3493	2911	787	2285	6565	3814	3436	3950	12062	6115	3928	666	1513	1735	1292
s_3638	AHRR	1999	5986	6038	1089	7622	9336	9954	6936	7738	17652	14717	7641	848	2289	2865	2382
s_4794	ZNF626	308	620	1227	194	2367	2630	546	1179	1753	2491	5034	1622	166	530	327	328
s_3030	TFEC	976	2776	3563	656	5107	6322	4752	3893	1208	7098	4900	3339	410	1348	1864	1158
s_5352	ZNF705G	1501	3837	3973	841	4687	6049	7406	6224	7773	18244	35233	10063	675	1799	1667	1494
s_2072	NR2F1	1432	2710	2301	643	2010	5984	5613	2595	4524	10396	15806	7686	566	1472	680	1109
s_3351	YBX2	1062	2688	2166	607	2929	5063	4670	3760	2257	8121	10787	3982	516	1069	1475	1088
s_4992	FOXD4L3	66	334	432	69	532	10	224	10	561	1892	2125	395	46	181	120	67
s_4378	ASCL4	1152	2394	2654	486	2109	9481	9142	2754	3165	4941	6819	2265	625	833	961	1031
s_1532	PITX3	1042	3544	3655	737	3466	6391	4051	3805	2258	9582	8391	3910	545	1554	2998	1523
s_3182	ZBTB20	1666	4630	4607	901	3206	7644	5911	2765	3026	6158	6512	3929	861	2221	2415	1757
s_4635	NKX6-3	586	1920	1016	363	3600	1901	2996	2524	1528	9022	3148	2210	319	523	740	783
s_4501	GATA5	744	2206	1833	422	3087	5090	3824	2976	1323	4296	7385	1790	176	791	341	764
s_3290	TLX3	1692	3607	3094	822	9027	14881	12763	4888	4806	10920	17560	5030	868	2022	1616	2583
s_2301	ZNF41	1607	5579	6463	1061	5275	11761	15952	8387	7293	15166	21593	6933	1314	3197	3186	2121
s_2488	ZNF232	1311	2799	2443	587	2301	4688	6523	3180	3930	10423	4386	3152	715	1340	2263	1179
s_3994	ZNF614	1924	4444	5168	1014	7718	10614	9391	5141	6226	14903	23058	7312	1144	3086	2642	2709
s_4571	ZNF565	1165	3817	3546	611	6072	6876	6225	4023	4517	12346	3316	5024	322	1012	2271	1172
s_3649	HOMEZ	1538	2768	4182	889	5963	5438	7429	3762	4376	7208	7511	3517	553	3866	1914	3299
s_5072	EVX2	922	2345	1792	445	5369	4803	4322	4503	2926	7507	9235	3871	759	2200	2230	1926
s_452	ESRRG	1064	1824	2014	367	2352	7980	4366	4532	2982	10325	9598	4300	593	1451	1285	1003
s_5705	Non-Targeting Control	1599	4249	3379	926	6758	11518	21458	6816	5871	14538	8894	4115	835	1943	2171	1655
s_3609	ZNF695	1968	5659	4453	1217	6891	12050	13010	7838	4679	10965	10899	6767	561	1732	1721	1286
s_924	HOXD8	798	2415	2119	439	1851	4117	3702	1282	2120	8057	1638	4117	342	804	1072	1002
s_869	HOXB9	991	1916	2792	408	2340	6174	6318	3996	1734	2900	10882	2559	429	1019	1260	1479
s_2642	SOCS3	1464	4075	3789	662	4951	6679	6008	3465	4170	11043	13353	5195	490	2010	1674	2003
s_2337	ZNF84	1933	5072	5216	1134	5514	7086	8344	2988	4660	10306	13248	6724	1162	1777	1638	2009
s_2007	TCF12	1372	5295	6419	831	3918	9541	12036	4662	5392	13556	20280	7619	789	2803	4754	2259
s_3107	CUX2	1833	5900	4892	1058	6971	5895	5265	4118	3667	11666	19542	3708	1126	1758	2824	2174
s_1431	NPAS2	1036	2030	3598	438	3055	7398	7715	4381	1905	3144	4218	1095	602	1382	1105	945
s_5586	Non-Targeting Control	1676	8906	6198	1148	6359	10622	11409	6635	5763	12886	18200	8406	722	2065	1882	1800
s_996	IL2RA	409	1451	3055	220	1137	3207	8596	1453	586	3212	5493	913	905	1124	2434	945
s_3784	NEUROD6	1926	5330	5153	1091	6307	10306	11379	7634	4103	8429	16608	4105	616	2430	1697	1563
s_4171	ZNF382	1900	6750	6797	1024	3843	9711	6121	6217	4119	11113	29344	5689	960	2713	3872	2520
s_4890	BCL6B	1315	3233	2780	789	6115	5708	5713	5625	3077	6207	13901	2939	1595	2573	2326	2350
s_1821	SOX2	1794	6079	6577	1383	6164	14815	14086	6073	3514	21762	26701	7216	1017	2427	4067	1966
s_906	HOXC13	1403	4039	4474	854	6683	8705	8608	4403	2588	8028	4549	3116	582	1904	1983	1173
s_4633	ZNF425	1114	4497	4352	800	5728	3296	3820	3585	2453	7104	6705	3749	520	1172	725	1166
s_69	ATF4	691	1988	3478	470	1514	3964	4111	1496	1920	6399	5179	1175	245	679	874	800
s_5687	Non-Targeting Control	1190	5440	4719	815	4331	6849	6439	2947	3480	10083	24252	4524	708	1385	1795	1684
s_1070	FOXK2	509	1229	987	275	1386	3044	3174	1407	818	3110	2502	1143	163	412	635	407
s_1647	PURA	938	2416	3184	543	3051	11363	6056	5970	3085	10072	10071	5243	576	1431	2352	977
s_1402	NFYC	1697	2885	2556	686	3821	6536	5540	2784	5647	14249	23955	5870	741	1143	2272	1173
s_2345	ZNF90	1403	3501	5482	770	6726	9758	9606	5878	4580	7271	8631	3802	474	2345	1517	1305
s_268	NKX2-5	1317	3701	3241	689	3345	4843	8787	2364	4297	9858	14526	3492	590	1005	819	1371
s_3801	LHX5	784	2456	2619	356	2142	3235	6507	2596	2504	6030	15390	2617	425	627	611	678
s_5540	Non-Targeting Control	1778	5565	4451	1052	7532	13768	11608	7280	6454	15712	5737	7165	1344	2061	2511	2231
s_1526	PITX2	1402	3700	3604	789	7340	8727	6222	5024	5262	12151	11193	5214	1233	2422	1804	2079
s_4759	ARX	1207	4146	5122	638	2894	6003	6513	2797	2088	7863	4681	1842	777	890	2041	1022
s_1538	PLAG1	2724	8660	5351	1454	6551	15156	14394	9337	8286	18768	17181	8581	1203	3298	3207	2800
s_1071	FOXK2	1085	4307	5189	880	6539	4111	2490	2688	8824	11346	15843	7036	1363	2854	1376	2411
s_4990	ZFP41	1075	2507	2519	482	4734	7730	7578	3911	1270	4509	9141	2635	415	1086	582	746
s_3977	ZNF696	1083	3588	3861	605	4503	8953	9250	4051	4734	12702	13665	7493	544	1611	2735	1405
s_1618	MAP2K1	1830	5188	3323	827	5757	8921	7616	5973	4072	7509	8881	2977	406	1439	1644	1153
s_490	EVX1	1104	2054	2661	616	2712	3209	3901	3086	2228	4238	6138	2589	566	1716	1728	1554
s_964	HSPA1B	794	2842	2856	478	2574	5355	3960	4367	4283	4646	5821	2602	293	1012	1174	928
s_5497	Non-Targeting Control	2027	7105	5957	1194	7521	10091	7240	5334	5766	15313	34147	4822	1046	2499	1617	2189
s_4559	ZNF784	1882	5029	7826	911	5557	5589	6374	2599	6678	9354	11983	5078	846	2006	2298	1635
s_5068	FOXI3	1005	2841	2183	621	7382	7664	5495	4208	2584	4597	10037	2482	379	1488	1855	982
s_315	DNMT1	1530	2064	2282	635	5037	4982	7195	2495	5692	4614	5818	2518	581	1271	1910	1368
s_5507	Non-Targeting Control	1128	4696	2395	595	3575	8465	10703	3830	3889	6546	15304	4192	414	956	1595	672
s_3934	ZNF419	2191	5611	4523	887	5798	9940	14030	5096	7093	24299	21793	7052	1268	1961	3470	2380
s_4605	CREB3L4	1951	4713	6140	1161	6638	9438	10610	4474	7125	11242	16456	5503	850	2358	2727	2045
s_2294	ZKSCAN1	1152	3260	2619	702	4505	7726	5464	4820	3410	5715	825	3554	414	1100	1185	866
s_4474	KLF14	578	2591	2467	328	2714	3452	5496	1942	2018	4156	4690	2645	257	890	646	1024
s_4469	ZNF786	893	1946	1505	404	3048	6577	3156	3101	2492	9286	4851	2279	518	622	924	600
s_362	EGR3	1171	4120	3096	682	2973	9297	9644	4017	3129	10520	9756	4723	528	1400	1832	1109
s_3546	MYNN	1171	4597	3070	742	6116	9730	8875	4431	3294	11566	15908	4188	741	1905	2181	1347
s_3330	FOXP3	1070	4431	4014	879	5180	11549	8982	3641	1642	9168	8276	3580	553	1431	1552	1337
s_5201	MED11	1343	3027	1730	655	5546	2495	2376	3251	3456	6890	4414	3294	1225	2083	4296	2934
s_4519	MESP2	1089	4727	4411	818	3960	6208	5830	4084	8717	3818	10787	3009	706	1870	1409	1307
s_3328	C6orf48	1382	3611	2935	839	4559	7766	8941	4612	2298	6905	3362	4117	774	2029	3066	1606
s_2229	ZNF8	1549	3694	3589	664	3948	9023	6250	4588	6956	11658	21095	8181	1028	1835	2383	2011
s_2741	NFE2L3	1358	2580	3053	674	2888	4364	4248	3669	4232	4516	4094	2080	322	2567	4441	1784
s_3685	HES4	1158	3195	3225	826	3567	7815	8456	3938	3706	10119	10230	4486	432	1998	2134	2016
s_4067	SOX7	1102	2578	2899	524	4406	3936	3152	2342	3630	10711	4125	4406	391	1165	1060	862
s_4077	KLF16	692	2464	2048	492	4310	4496	5109	4195	1672	5060	5060	1924	401	1138	806	779
s_4590	ZNF714	1527	4061	2920	815	3563	8679	6774	6107	3245	9744	9611	5553	727	988	1550	1152
s_2672	ZBTB22	1231	3849	4180	651	3142	8116	11311	3803	2450	5488	5887	2155	328	1462	1168	1038
s_890	HOXC9	777	2543	3071	412	3599	5641	6177	2130	2709	6898	6256	3738	553	996	1138	768
s_4370	ZNF641	2189	5808	5746	1001	4194	8443	8393	3256	5761	18233	20396	7784	1311	2291	2917	2121
s_5286	ASCL5	1135	3495	5088	643	2505	6844	3952	4094	3346	12576	11838	5125	439	1260	1563	1328
s_204	CCR1	1179	4665	3681	669	2907	5437	7263	4622	4051	8786	12950	3742	598	2014	2746	1480
s_3036	IKZF3	1132	3990	5673	655	2678	9882	6972	3857	2922	11473	9434	4300	1125	2046	2225	1705
s_4010	SP6	974	3072	2911	588	5284	6414	6294	4438	3115	4729	2705	2283	340	1304	970	1186
s_3774	DMRTA1	972	2512	1915	443	3868	6058	6319	3779	2872	6205	7231	2246	763	824	492	1140
s_3300	SOX8	1595	3306	2783	660	7236	6634	8919	3910	4941	5346	3901	3938	495	1494	888	1385
s_4149	ZNF496	1475	1902	2657	739	1525	3887	4907	2294	1393	5434	13824	2598	363	1848	2569	1304
s_2801	CEBPZ	1125	3234	2919	688	3902	5306	6697	3601	3752	6535	13247	4301	959	1302	1690	1748
s_145	CD1C	1471	5814	3812	944	4399	8833	4919	3645	5274	9543	16423	5576	610	2901	2289	1560
s_3007	ZHX1	1412	3883	2873	821	5766	8854	9918	3993	3525	8695	8787	4942	817	1768	1202	2227
s_2890	MXD4	1138	4475	2808	709	6387	3907	6418	2246	5773	11681	11647	4685	772	2045	1321	1778
s_5168	BSX	1176	3794	3413	729	6181	8861	6389	6205	2409	8425	3202	2746	358	1307	1921	776
s_4498	ZFP28	1445	5202	5609	719	3726	8185	9584	4586	3216	8057	10158	5008	480	1329	1455	1475
s_255	CRX	876	2855	2598	486	3913	5435	6096	3048	2569	14625	7384	3306	350	1262	1032	1090
s_718	HLA-DQB1	1363	4021	3744	903	3667	10682	10870	4722	2986	7369	3923	3399	460	1057	3173	1266
s_3492	BATF3	1088	3555	3829	718	2849	5392	5585	2224	7253	7598	5584	6763	433	1658	1956	1407
s_2491	ZNF236	894	3885	2506	690	3571	7889	7083	3431	3804	12430	8463	2527	700	1172	2995	1169
s_4709	ZNF383	711	3085	2294	678	3705	4323	3932	1593	2866	6463	3129	2986	645	798	1105	924
s_533	FOXJ1	864	1936	2358	406	3889	5402	4850	1690	2466	6371	4045	3575	396	985	1515	911
s_5472	Non-Targeting Control	1093	3601	4230	561	5716	6284	6741	5238	5719	10678	16386	3982	799	1155	3058	1547
s_3592	LHX9	2016	5947	4473	1361	6372	12944	13116	7232	7497	15342	17613	11424	985	3309	3969	2730
s_18	AIF1	1412	3166	2652	693	3801	5197	8028	5176	4319	4663	6610	2297	882	1168	1313	1437
s_2211	ZIC3	1530	5166	4336	803	5870	9533	9733	4902	6044	12711	14475	6097	928	2131	3115	1350
s_3364	ZNF219	1196	1789	2123	686	3416	7940	8932	4311	2876	3411	3973	1747	682	1128	1161	1782
s_3316	IL22	1173	4002	3790	787	5330	9560	5449	5567	2648	4730	8135	2757	677	1725	2206	1435
s_298	DLX4	729	2256	1692	516	2801	2056	2906	3212	2070	8182	13130	2698	302	1202	882	1141
s_1127	JUNB	206	743	309	164	798	1224	826	401	41	1437	17	1003	104	213	188	224
s_498	FOXG1	957	2635	6558	519	1361	3285	4323	2324	1354	4817	5039	1905	376	1184	1301	777
s_3488	HES6	605	1889	1593	375	1182	2741	1191	1754	1720	3012	2988	1489	90	409	990	276
s_354	EGR1	1069	3058	3930	697	6360	6896	8621	2831	3926	6601	12649	2949	764	2635	2624	2694
s_744	HMGA1	247	395	366	140	753	907	350	718	1331	810	50	609	212	739	298	669
s_1510	PDCD1	1027	2131	1854	717	2940	4840	5182	2936	3164	7210	7856	2944	565	1800	1827	1349
s_790	TLX2	1945	7051	6176	1232	5052	11339	9016	6079	8928	18831	24017	9226	1021	2796	1802	2724
s_3736	PRDM12	905	2637	3139	596	2263	5616	5227	4042	3006	13155	13439	3610	333	602	2212	774
s_4155	RAX2	666	1756	1101	259	3100	2843	3357	1730	1349	3880	4334	1304	363	387	598	448
s_4122	RHOXF2	971	3590	2715	602	4192	4727	7600	2807	2440	4495	6412	1968	449	1115	1461	834
s_5903	Non-Targeting Control	1751	4366	4075	901	8020	12070	8843	6520	2923	9506	21617	4349	1269	1986	2725	1881
s_3129	PATZ1	1068	4624	3613	753	3662	5200	6992	5250	4512	16304	13701	4426	803	1799	1313	1935
s_4165	ZNF341	1800	5861	5848	1280	7180	9034	8259	6338	7064	11367	12248	6161	1272	2258	2472	2859
s_5029	HMX3	1375	3928	2521	773	2317	8560	4148	4381	4079	15609	14007	5640	581	1919	2108	1691
s_782	HNRNPK	571	484	590	235	1377	1401	596	457	2661	2663	5265	1674	110	372	542	354
s_1085	IRF1	1241	4119	2176	918	7330	4824	4790	5106	5227	19820	20158	6397	1075	2213	3164	2013
s_2783	NR1D2	1131	3217	2623	618	3110	6165	6997	3844	3615	5790	21727	4486	705	871	995	1066
s_2986	PRDM4	1091	3685	3262	616	3803	3805	4171	3405	3379	5773	8639	3733	647	1612	1302	1846
s_3006	ZHX1	1139	2821	2947	663	8031	5995	3457	3212	5252	10208	10537	4314	625	1321	1624	1197
s_1577	POU3F4	1381	5776	4170	902	3515	4444	7419	3392	3897	9139	4498	2813	688	2124	2171	1448
s_5606	Non-Targeting Control	2389	7084	5858	1376	10438	11309	16910	10113	5509	15376	16411	6443	1540	2022	4403	1808
s_3878	ZNF655	1087	5789	5316	729	5800	7777	8379	4768	3025	14233	20566	5121	669	1888	1854	1263
s_1117	JAK3	474	1462	2523	235	2008	2394	2782	803	687	4297	6295	1160	316	615	1553	686
s_3519	ZFP64	1389	4053	3892	829	6483	6576	6006	6328	2159	7590	4266	3554	314	741	1429	631
s_5317	CCR2	1375	5150	6896	808	5069	9975	8051	4350	5582	19907	19147	9555	730	2449	2785	1832
s_2687	LHX2	998	1682	1932	549	2521	8800	8830	3558	7642	8351	7906	5030	874	2393	2139	1968
s_4842	ZNF485	1812	8132	6823	1299	6160	13690	12881	6263	4306	9098	10680	4513	1291	2399	2244	1577
s_1731	VPS52	652	1054	1412	204	1560	2260	1647	933	2160	5642	5719	1568	210	398	454	554
s_1001	IL3	733	2225	2232	340	2191	2527	1543	3185	3735	5746	11183	2518	455	1179	2204	1172
s_3583	MEIS3	1214	2933	3321	607	3028	5956	7943	3268	3365	6789	11936	3288	363	729	2157	1327
s_1907	STAT1	1252	3180	3809	612	2741	4824	7158	3816	3581	6904	7091	2623	503	1301	1398	1462
s_54	ASCL2	715	1947	3565	383	2047	2660	2261	1697	9384	9807	10695	4169	860	2867	2752	2716
s_1868	SP3	1067	3565	3453	613	4771	7092	6398	4023	4030	9119	19590	2962	603	1365	1383	1097
s_1748	CCL1	679	3688	5535	484	1370	4885	5055	2953	1805	5299	8065	1681	227	1334	932	854
s_2728	NR1D1	796	3065	3406	505	2322	7589	6045	2875	3557	8018	7155	3382	601	1362	1089	1312
s_5459	Non-Targeting Control	1628	4830	4535	986	4390	7507	8058	5181	6466	8315	4779	3259	663	2349	2008	2169
s_1348	NFATC3	893	3255	2594	590	3682	5066	4760	3629	4697	7532	7233	3646	694	1828	2294	1675
s_4925	ZNF547	1883	4985	5111	1077	6682	5981	11478	6543	6398	14631	23679	3929	865	3041	2319	2481
s_2733	SOX13	1742	5048	4737	1142	3408	10967	6500	5979	5961	14051	8200	3745	477	1551	1818	1926
s_194	CENPB	1781	5806	4321	946	7665	7999	6764	4899	5365	10697	23093	6120	685	2125	1839	1679
s_3197	GMEB2	1515	5106	4182	932	4492	8955	8132	4981	8962	16638	17412	7436	834	2019	3382	2352
s_1768	CCL7	1016	1923	1374	519	5182	7009	10046	4167	3628	10873	24929	4818	395	1049	1416	1287
s_4718	ZNF540	1836	3118	3667	864	5421	12205	10926	5219	5308	8484	6880	4337	737	1468	2024	1246
s_3984	ZNF442	1806	5809	5646	1025	7116	11752	9712	6191	6064	14859	24792	8503	811	2320	2208	1883
s_597	GATA2	736	1586	2197	396	4432	4421	4185	2599	2065	3740	8822	2110	462	782	1410	448
s_1967	TBX6	523	1610	852	344	2408	3960	4513	1074	1763	6169	3627	1210	389	1047	515	889
s_934	HOXD11	877	2311	2218	526	1953	3916	4741	2885	1772	4843	12228	3019	759	1178	2272	1502
s_510	FOXC1	498	822	1768	251	2610	3044	2309	2356	548	2327	4943	1564	145	207	702	279
s_1791	SIX1	637	2335	2112	405	2249	2434	4930	2552	1921	3883	7406	2316	156	569	943	419
s_957	HSF4	1457	5074	4583	769	7325	8200	8490	5464	4412	11827	10870	5266	487	1621	1563	1586
s_4609	GLIS1	850	2715	2061	517	2404	4259	2968	2300	2264	9570	12017	3621	494	913	1100	1052
s_130	RUNX3	775	3894	4007	659	3369	5255	8504	4459	4229	8559	3169	3856	681	1636	2629	1093
s_481	ETV6	1446	3768	3575	669	5501	9578	7989	5298	4861	9527	21896	4344	377	1823	2613	1225
s_4183	ZNF566	1553	4223	4030	711	3120	8054	10315	4138	5869	13694	27695	5596	551	2509	2623	1458
s_3240	FOXP1	898	4176	6030	542	1395	9845	11129	2427	2171	11785	13686	3289	428	1583	1743	1259
s_28	ALX3	1373	3452	4121	675	3453	6986	6709	3406	3523	7802	3608	2912	658	1469	1172	2561
s_2144	NR2C2	797	2309	2114	444	2290	5948	7417	2231	4184	11346	13669	3504	519	1135	1061	1043
s_1643	PTPRC	1896	4764	5107	1007	7343	10543	9576	7321	6979	16152	7440	5948	1626	3048	3736	3156
s_5877	Non-Targeting Control	1405	5040	4727	963	4707	7597	5878	4478	4774	14464	15870	3830	1078	3071	2941	2639
s_3285	TBX21	851	1964	2686	422	3011	5390	6457	3076	2212	3468	185	2606	348	776	727	686
s_2834	IKZF1	990	2580	4880	496	5076	6874	4990	3111	4786	11957	11466	6131	566	1193	2008	939
s_2609	TP63	729	2351	3181	433	1912	3923	3805	1962	3861	7529	13313	4638	376	1278	1242	1145
s_3426	SOX18	980	3244	4120	606	2210	8021	7813	3949	3864	4751	10116	3512	536	1423	2066	923
s_4199	SCRT2	716	2737	1619	462	3674	1266	1713	1009	1416	7489	4280	1892	394	953	1475	935
s_2365	ZNF133	1001	5030	4585	639	3659	5789	6446	3099	2915	5495	10452	2437	499	1335	1028	1606
s_480	ETV5	1536	6809	5488	909	5446	8486	8637	3179	8051	11923	14152	9223	1010	1799	2360	2357
s_2668	GCM2	1873	3436	2726	994	4413	6717	7986	4197	3670	7029	3310	3603	693	1084	2534	1785
s_2774	NR1I3	1370	3036	3782	819	7802	11259	8011	6887	6938	12323	20935	6456	1157	2594	2768	2386
s_5062	FIGLA	1245	2495	2024	547	1932	7403	5456	2560	3112	5971	13174	2084	337	1023	1601	1170
