sgRNA	Gene	D1_MOI2_High	D1_MOI2_Low_Mid	D1_MOI2_Low	D1_MOI2_Mid_High	D2_MOI2_High	D2_MOI2_Low_Mid	D2_MOI2_Low	D2_MOI2_Mid_High	D1_MOI5_High	D1_MOI5_Low_Mid	D1_MOI5_Low	D1_MOI5_Mid_High	D2_MOI5_High	D2_MOI5_Low_Mid	D2_MOI5_Low	D2_MOI5_Mid_High	D3_MOI2_High	D3_MOI2_Low_Mid	D3_MOI2_Low	D3_MOI2_Mid_High	D4_MOI2_High	D4_MOI2_Low_Mid	D4_MOI2_Low	D4_MOI2_Mid_High	D3_MOI5_High	D3_MOI5_Low_Mid	D3_MOI5_Low	D3_MOI5_Mid_High	D4_MOI5_High	D4_MOI5_Low_Mid	D4_MOI5_Low	D4_MOI5_Mid_High
s_3229	FOXB1	1623	5051	3771	964	3109	10668	12297	5396	5068	12094	10475	4347	859	1854	5418	1802	1558	2952	7662	1544	4006	6731	7490	8381	2614	7728	4243	1616	2815	3862	5238	3173
s_5206	ZNF880	3713	12758	14438	1881	10017	19781	20954	9638	10067	24291	34016	10657	1380	3068	4480	3077	9561	13310	29483	8113	8764	16396	21490	13465	7917	17702	13823	3419	9577	9444	14207	9621
s_4686	ZNF846	1233	4706	4651	896	5229	8159	6587	3995	3110	7628	11281	2770	545	2347	2307	2029	2492	5435	9239	3039	2583	6352	11779	4749	4559	13323	6739	2172	5074	4880	3966	4456
s_2487	ZNF232	2475	7904	7289	1471	5760	14682	16096	7306	6563	22719	12985	12031	1085	2421	3848	2244	6188	10052	18387	4913	5933	13160	14547	6020	4495	12042	9102	1811	5559	7149	7191	6197
s_5041	ZNF284	1808	4555	5240	1030	4853	7797	6238	3665	4788	11176	9279	4803	1051	1773	2617	1787	2601	6458	14197	3883	4695	6470	9036	4494	5588	11450	7401	2323	5171	3892	5588	5011
s_4281	ISX	1147	4589	5185	743	1767	8106	6218	3047	2422	8375	11169	3637	518	3172	2899	1974	2753	5927	8669	2463	2753	5758	8794	3547	2175	5855	3538	983	3246	3552	4692	2809
s_5828	Non-Targeting Control	2815	7651	6943	1439	8698	10983	11393	6335	5024	18905	28707	7644	1054	3585	4080	2869	5363	8253	16610	5117	3726	9911	14985	7858	6490	13611	15672	2525	5725	5661	6279	5144
s_3183	ZBTB20	1399	3435	2233	592	3143	6029	5594	3405	5940	16627	12799	4901	1002	2140	2373	2264	1440	4711	6525	1998	2528	4702	7239	5242	2112	7603	7503	1834	3390	2647	3485	3008
s_5575	Non-Targeting Control	2753	7431	7012	1507	6084	15534	16949	9532	10176	17211	27137	6003	1070	2816	4201	3920	4872	8384	17794	5652	4580	11750	15884	10634	5810	16214	11446	2752	4449	8118	9405	5308
s_4244	ZNF439	1788	5716	5041	1030	5147	6498	8478	3969	4172	10682	7413	4187	1033	2112	2262	2643	3074	7217	17238	2840	6146	9097	11587	9063	4071	11944	10354	2155	3975	5304	5011	4422
s_450	ESRRG	1476	4433	3731	930	5490	5877	5047	4051	4894	11118	13035	3494	904	1628	2386	1555	2232	4267	5930	2294	2609	5443	7757	5148	2582	7194	6585	1202	3587	3383	7864	4177
s_4568	SIX5	1474	4737	5576	876	6523	6539	6740	3619	8340	11865	26996	8118	1089	3103	3809	3119	4948	6333	13010	3884	5383	8873	10765	7126	5079	9024	7704	1905	3959	4350	6528	5472
s_4661	ZFP1	2660	5556	5269	1306	2918	4936	6626	3602	9850	13968	15733	8152	990	1799	3985	2362	3217	5643	10798	3077	5011	7213	10204	4533	4546	11600	8423	1917	5184	4477	5559	3869
s_2137	NR2C1	2440	7782	6145	1411	7841	13305	9643	9840	8348	15422	6484	8014	783	1963	2597	1850	4385	9206	10066	4929	6817	6125	10523	6584	4982	12071	13019	2186	6552	8043	7226	6341
s_5455	Non-Targeting Control	1747	5722	6467	851	5999	10011	7469	4629	5840	14174	15836	8045	1302	3002	4697	2387	4262	7675	23494	4290	4015	10154	11511	8145	2638	12991	8340	1629	6226	7502	7402	5671
s_3231	FOXB1	766	1568	1071	375	2532	2904	2931	2713	2374	4332	2907	3009	204	789	1164	712	923	2039	4213	1384	3300	2995	5316	4786	1167	5852	4851	694	2706	2246	2370	1817
s_4022	ESX1	1083	3055	2614	539	3473	5854	6227	3428	1745	14641	12633	5104	438	1970	1873	1105	4130	2467	5634	2063	2416	5016	6041	5021	2780	8180	6403	1226	2326	4259	3852	2089
s_4166	ZNF341	2303	7655	6952	1241	6024	12441	9769	5022	7195	10548	7325	5141	1309	1879	1736	2213	5273	5733	12237	4305	5651	7064	12350	7422	4022	13650	17519	2172	3522	7312	8575	6146
s_3966	ZNF613	1690	5216	4906	881	4020	9439	10595	2760	15716	13558	17697	4603	995	2372	2760	1946	1398	6823	13117	2124	5036	7090	8567	7900	3714	11047	7223	2148	3688	4240	6831	3850
s_2523	MTERF1	2095	6688	5810	1213	7120	17586	15872	7798	5851	18249	16290	6619	1509	2650	4868	2565	3851	11731	19943	4994	5195	10730	13077	7542	4214	10187	11060	2227	4924	7369	10825	5290
s_1133	LAG3	1027	3637	3663	601	5002	6176	10198	3424	5152	6084	12950	4114	708	2666	3336	2067	3098	7253	12788	4066	2242	4124	6171	6789	2277	5013	6770	1040	2870	3929	6115	2649
s_1904	SS18	1200	2923	2720	698	4088	7354	4372	2588	3182	5436	4110	2457	709	1070	850	820	887	4086	4956	1193	1818	4949	5096	2650	1813	5307	3595	982	2401	2396	1974	2338
s_73	ATOH1	1248	5700	4465	749	3155	9582	6015	4738	3973	8884	10283	3410	709	1882	3027	1621	2623	7366	16002	2240	2772	5848	8559	6565	1969	6182	7184	1207	4103	5513	5346	4805
s_1161	LYL1	1173	3659	2601	764	4932	6265	5991	2203	4384	9270	13322	4236	903	1357	1725	1296	2799	4111	6416	2036	2470	5110	7448	2439	2200	7607	4980	1367	3125	3783	5021	2636
s_5647	Non-Targeting Control	3079	4607	5638	1231	4771	13800	11307	7341	4988	14753	9693	5233	953	1916	2900	2334	7149	11506	16407	6600	4926	8270	11352	5369	3420	10491	9170	1463	3542	4480	4363	3709
s_2549	DPF3	2138	6440	7211	1259	8304	10782	8914	5908	4447	12558	39181	7388	1888	3773	2524	3290	3800	6995	12719	3975	5177	9086	12936	5643	3705	13825	15239	2080	4356	6254	6745	6088
s_556	FOXS1	2076	4753	4778	1272	10888	11441	10905	6732	12935	10164	20074	10074	924	2061	3490	2025	2778	7004	14627	2344	3688	10166	12616	6341	5027	11281	7058	2166	6124	7921	8094	7383
s_3889	IRX6	1625	4374	3598	754	4643	5423	6711	3322	2262	8214	8894	5000	1160	1542	2059	1372	3676	7572	9044	3026	3917	6775	7558	4479	3240	5718	4431	1457	3204	5240	3898	5412
s_284	DDIT3	1980	5586	4672	987	7189	10870	8200	5630	6733	16322	22651	8247	1653	2807	4469	3112	3044	5451	11454	3213	4520	10675	16032	9321	3126	12275	12117	1939	4476	4692	5168	4984
s_2199	ZFY	2278	7323	6086	1211	9539	13130	10816	7703	12473	26103	36421	11507	1527	4456	4113	3848	5034	13889	19604	5526	5389	10583	12010	4849	8719	19156	11406	3130	7466	7966	7204	8309
s_2570	ZNF282	1436	3721	5090	830	7991	9273	6667	4841	2564	10808	14630	4418	916	1199	955	1385	3395	6022	9361	2632	2086	4453	7645	4604	1855	7133	4253	1010	3518	6300	5739	4960
s_4878	EBF3	2917	8522	5923	1443	5630	10114	14943	5115	8754	16767	16539	9799	1301	2315	1766	2774	2402	7269	10598	3275	5060	10964	12626	8001	4166	15235	9389	3050	9842	9977	11193	10041
s_4487	FOXR2	1095	3158	3819	614	3658	5254	5441	2754	3511	5344	11537	3286	463	745	1109	1220	2534	1943	8657	1586	1611	4343	5886	1686	1533	5090	2491	1217	3386	2169	2776	3010
s_3276	GRHL1	1504	3626	4628	804	4247	7454	11060	4669	4611	11480	7448	2956	726	1101	1676	1149	2204	4214	6084	2484	2854	5916	7323	5469	2509	5843	4823	1479	2760	3337	3776	3484
s_976	IFNGR1	1241	3879	4388	879	3552	6369	7416	4596	4557	9562	12906	4621	781	2421	2040	2220	3695	5147	8012	3778	6664	12047	16190	7149	6336	9763	10266	2037	4901	4683	5023	4918
s_1749	CCL2	1855	5282	6176	1005	5477	14129	10391	6371	5912	10690	9531	5205	1040	3220	2885	2370	2797	5617	14195	2561	5010	5879	10466	5451	3443	10555	5057	2485	5244	7846	5536	5347
s_1181	SMAD5	2244	6715	5843	1307	5987	10239	11848	6016	6018	13869	16666	8890	1173	2167	2485	3223	4583	6124	9659	4422	3756	10049	11639	8288	2736	8252	5279	1795	4919	7164	8602	5225
s_357	EGR2	2617	10007	7108	1318	8643	10233	11620	7070	8071	15677	14667	6054	857	2477	3409	2823	5157	12407	18076	6529	6462	9840	14471	9283	3723	8478	7170	2110	5998	8078	8449	8571
s_1359	NFE2L1	1950	5266	4510	890	6102	11057	11945	6455	5827	16846	27990	7761	1434	2974	4088	2452	2019	4354	6995	2666	5840	7739	10188	5833	3541	10281	6428	1887	4382	5857	6563	4774
s_578	FOSL2	2540	7950	6806	1669	8641	12692	17690	7160	5885	17386	17266	5061	859	1770	2297	1754	3344	9054	14135	3271	5849	13524	17504	9402	4466	10541	10646	2223	6004	9187	9076	6071
s_2154	UBP1	1612	5420	3813	818	4070	10844	12977	3995	5453	11882	10637	4804	592	1351	2156	1823	2546	5280	9738	2317	4393	7530	11720	5457	4398	11702	7300	1786	4542	4929	4779	4341
s_1374	NFIL3	3182	4326	3997	1342	9326	8491	11206	6561	8264	15171	18010	8392	1438	3284	3855	2758	4727	7746	11458	4612	4356	10609	13730	6535	4376	12438	10021	2044	4860	5249	4355	5648
s_5431	Non-Targeting Control	1478	6612	3819	1103	5420	8694	8208	4109	5193	11153	14335	5558	654	2044	2438	2093	3491	11140	13036	5274	3720	10434	12621	10920	4331	17356	19841	2768	4939	5167	5639	4385
s_761	FOXA2	2384	3944	3665	1015	6174	10039	11489	5481	8414	12056	8017	7037	985	1717	1170	2011	4240	6103	8421	2992	5243	7744	8724	3307	3636	8691	7062	1695	3977	6508	5035	4732
s_397	ELK4	1674	3654	3170	747	3438	5940	6589	4070	3875	9796	10581	5444	733	1791	2855	1670	2868	7465	16141	3210	4612	6554	7137	6753	3234	8035	6503	1382	4060	2605	3824	3808
s_5485	Non-Targeting Control	2134	5439	4939	1156	7107	10350	13263	6572	3146	7470	5933	6216	1174	1946	2384	1713	3491	5822	7962	4079	4577	6614	10282	6528	4307	11843	7768	2077	4061	5959	5615	5405
s_2613	JRKL	1264	4609	5317	834	4379	9412	8880	6314	5846	14488	16951	8472	761	2069	2823	2043	2800	5463	10741	2928	3228	9965	11633	4416	3159	12029	8357	1784	4858	5997	7156	6596
s_3579	BARHL1	1791	4714	2920	867	1365	6496	10597	3128	4968	8902	10168	3724	677	3145	2552	2418	3746	4866	8010	2977	2612	5154	7115	2816	2979	8017	6354	1478	3870	4066	5507	5455
s_3973	NANOG	1117	2333	2574	591	4094	5936	6902	3185	1860	3883	2753	1963	743	1350	1321	1555	2475	3190	4209	1854	1839	4900	5056	3373	1600	5985	2670	927	1424	3286	3434	1628
s_4742	BHLHA15	1171	3230	2257	690	2174	5607	3950	1712	2286	4931	11065	2250	441	1094	914	1001	722	2951	4938	838	2002	4131	5455	4818	1594	4627	4057	850	1311	1812	2081	1319
s_947	HES1	685	2828	2141	451	1717	4717	3528	2340	2260	4621	3024	2612	384	1323	1375	1104	1500	2996	4750	1820	1708	14528	25713	4402	2578	6299	6276	770	1792	1840	3324	1498
s_2889	MXD4	2007	3748	3407	955	5723	7916	9383	3929	5131	8318	16624	4217	740	1739	1668	1410	3532	3345	7146	1842	3906	5712	7269	5646	2411	5446	2786	871	2658	2789	3800	2158
s_5500	Non-Targeting Control	2433	7981	7398	1396	5836	11529	14200	6412	5325	14953	8710	8345	982	2548	2461	2350	3515	7061	11134	5031	4334	12470	16801	9326	3160	16871	7965	1973	5201	7938	11695	4669
s_4666	ZNF519	1441	4397	3992	783	3502	12395	8270	4642	4188	9970	11658	2347	706	1241	1469	1218	2157	4261	10234	2791	3755	6302	5490	2870	1823	4687	5517	985	2481	2189	3315	2866
s_2452	ZNF200	2651	6411	6328	1324	8946	15725	16443	6778	6944	21911	20985	10485	1937	2769	3629	2760	4446	9216	15032	4908	4469	7732	10475	9132	2722	9899	11385	1526	5312	10491	8019	7350
s_3489	BATF3	2908	3951	4202	1108	5564	9572	4859	4224	2823	6285	9172	3168	739	1914	3019	2025	3678	6143	9062	3356	3858	6028	8062	4934	2481	7006	3455	1232	3560	5037	6645	5048
s_4524	ZSCAN29	1798	5415	4576	1137	3972	10367	8970	5038	4154	9013	14354	2825	777	1681	3033	1858	3055	5613	8164	2828	4275	7180	8221	4733	3366	10294	6811	1971	2882	3807	5417	3320
s_1949	TBX1	1400	3339	3896	723	7586	9828	13590	6795	3289	4336	5963	3942	309	955	1523	1275	997	1634	7829	1232	1981	4881	7817	3265	1643	3957	1566	993	2526	2517	3908	2689
s_4977	ZNF454	3104	10574	7977	1971	8323	11868	11835	6742	5288	11962	22453	7406	1312	2517	3440	2574	7459	11444	17292	4375	7704	13879	13091	13932	7984	12537	6824	2610	4878	6263	8951	5920
s_762	FOXA2	1466	3312	2176	632	3913	8479	7881	2786	5320	9046	10983	5020	795	1661	1950	1939	2458	3028	4099	2364	2870	6290	8144	3373	2183	6561	6126	1221	3495	5002	4046	4350
s_5332	ZNF730	767	2282	1668	545	4416	4675	8883	3049	2773	3793	5723	1464	298	1318	305	661	2219	2099	3387	1082	1539	4212	5224	1861	1895	5451	2761	1261	1900	2084	2914	1853
s_3831	GZF1	1953	7279	6495	1149	4921	7936	6903	3877	4871	9866	6318	5150	730	2546	3995	2254	2558	7320	10742	3546	4876	7564	11307	5884	4158	7258	7507	2175	5089	8489	8684	7298
s_5077	ZNF860	2173	5796	5236	1242	5802	8762	7198	6239	6522	11554	8683	5400	777	2427	3606	1758	2391	8233	10673	3203	3852	7818	12097	5694	3079	6242	4746	1416	4418	4071	6483	4200
s_3865	BCL11B	4263	5877	3309	2155	8076	13242	47960	9699	10764	12100	4619	7705	1127	2822	2166	2690	6138	6067	7058	3119	8819	7927	8807	5436	6313	11407	8228	2424	10764	7293	3395	7431
s_2087	TFE3	1570	4833	3434	788	3980	8053	7543	3351	6498	9885	10278	4781	715	2509	2775	1967	2884	7946	12804	3857	3930	5541	6907	5720	2322	7165	8883	1589	4171	4353	5771	4560
s_3355	ZNF580	1481	4929	5742	895	3055	11217	9475	5553	11859	15092	7256	8082	1480	3057	2661	3526	2628	3835	10163	1914	5146	6522	10185	6051	4319	9654	8364	1933	3567	4566	7208	4413
s_1299	MYCL	2338	6294	6201	1407	6486	9630	19147	6245	3036	8722	6871	5691	1094	3187	3764	2404	4167	5945	10630	3994	5001	7736	9400	7932	5780	14387	12544	2083	6685	7409	7517	6310
s_4179	ZNF587	769	2278	1881	431	3860	2975	6731	3109	2087	6503	9754	3133	454	1057	855	1404	1309	5433	11012	2939	2288	4125	4559	4176	2266	5184	4201	972	1935	4027	5060	2728
s_3482	ZNF331	2136	6150	6301	1060	7263	10560	11045	7389	4822	11587	13651	7317	1359	2665	4718	2528	2525	5941	13534	3508	7549	10844	11347	8640	3089	7620	7488	1550	4412	6278	5346	6595
s_3754	PKNOX2	1868	4377	5099	840	4964	7157	9738	3252	4188	8825	14073	4270	924	1738	1619	1336	4899	7548	9199	4081	4801	7990	6279	4114	1869	10580	5221	1428	4863	5783	6645	5221
s_4746	ZNF596	2887	5335	5639	1400	8652	13509	10502	7653	6413	14617	15750	5543	782	2693	3428	2620	4818	12081	8593	5639	5111	10836	9125	5433	6722	18263	14278	3257	4949	7426	6900	6275
s_3083	ZNF423	1969	5874	6144	1114	8072	8723	13417	6884	5735	17272	8861	5687	1139	2323	3965	2380	2683	7740	11747	3508	4278	10403	11912	4179	4814	15540	14488	2552	4446	8205	7156	6387
s_2274	ZNF26	1404	4394	4740	854	4708	4415	6159	3770	4066	10418	7785	4662	1356	2339	1367	1452	2810	7375	9644	3912	4205	9253	12172	7625	3934	10572	7600	2259	4462	8331	6535	5446
s_3555	ZNF302	1440	3735	3458	943	2391	6272	6559	3623	4126	9288	8513	4587	826	2625	3486	2007	3476	4933	14866	2146	2830	5426	6651	3932	2005	5370	6343	941	3141	4742	3424	4569
s_2693	HAND1	1786	4140	3591	939	4579	12036	11118	5358	4876	8618	11569	5722	1173	1852	2981	1961	3339	7593	13774	2830	3823	7398	11549	5307	2554	6995	7849	1563	3739	4807	7546	4690
s_5969	Non-Targeting Control	3168	7610	8287	1608	7538	19716	18180	9408	7327	19839	30767	6564	1752	2828	4217	2970	4792	14422	19638	6072	5942	13341	19410	13144	5312	15755	14401	3015	5511	7667	11499	6207
s_3372	KLF3	1553	3956	4522	850	6649	11727	9719	4614	4965	7851	11199	4823	739	2740	4028	1831	2762	6133	12904	2334	3461	9550	13431	7363	2717	10916	10558	1579	3498	5671	8719	6069
s_1200	MAX	3125	7650	7742	1484	17237	15725	13485	11437	7769	16678	10147	6202	931	3643	4089	3161	4959	6752	12945	3998	7235	13177	16913	9323	5083	10480	7577	2109	5292	7493	7552	4990
s_3017	KLF8	2996	5581	7554	1573	8673	18120	17039	4840	7779	21120	40370	9337	1292	4150	3534	3513	5541	8327	13861	4772	7792	10912	14776	6814	4429	11006	8185	1891	5749	7732	8465	7290
s_5621	Non-Targeting Control	1345	3270	5103	630	6141	5864	4855	3172	3706	11376	12541	5522	846	1273	1132	1452	1362	2582	4918	1491	2317	5706	7234	2898	2002	7933	4983	1386	2355	4043	5008	1985
s_1265	MSX1	792	3808	2547	566	2947	4839	4100	2745	2638	4712	6372	2542	1086	979	653	1103	2277	5184	8850	2133	1596	3429	2996	6165	2243	4577	5120	895	2850	4667	2672	3964
s_676	GZMB	1306	4136	3239	744	4978	9182	8504	3244	3854	10532	9101	3007	1125	1510	2891	1767	4165	3727	7902	3076	3236	6616	8452	8338	2254	7610	5651	1476	3573	4855	4835	3636
s_5527	Non-Targeting Control	1533	4102	4047	829	2559	8160	5792	2982	3851	8925	5306	4854	784	1838	2103	1547	3624	7864	19407	3083	2821	5692	7553	4559	2893	6106	8124	1222	4798	4537	5260	5221
s_4015	ZSCAN16	2226	5424	6194	1085	8231	10884	12371	5865	7083	16135	20435	6503	804	2637	2366	2501	5235	5924	12949	4280	4071	6421	8420	5573	3069	12012	10070	1836	4045	3447	4688	4568
s_217	CCR6	2142	7163	5761	1226	5572	19950	16974	6372	9129	14651	16015	5837	1135	3453	4061	2748	4476	8556	11480	4897	5922	10593	15578	8375	6091	11678	10224	2129	4583	7609	8400	5839
s_5082	ZNF879	1495	3095	3099	688	3626	3835	3278	2543	2776	7826	6674	2349	313	1033	1259	1174	851	6567	8389	1446	2838	3339	7473	3080	1501	4970	3809	779	2599	2597	2805	2798
s_3262	KLF15	2278	8080	5003	1436	10649	15576	18093	8525	6877	12596	16606	4543	957	3321	3843	2829	6307	6699	11818	4537	5370	10173	10968	5646	3032	7571	4624	2062	3832	4306	6609	4491
s_4869	ZNF396	3108	7066	8417	1374	9464	15566	11428	7517	11180	22077	33386	10677	1406	4077	5776	2760	4892	9030	21233	6433	5944	12221	20244	11221	5788	13886	15897	2802	7386	9523	10380	7990
s_2300	ZNF37A	1390	3637	3436	885	5438	13115	10293	4860	3773	13615	9531	4289	674	968	1323	1440	1850	4165	10618	1339	3684	6184	8303	5544	1559	4541	4228	962	2551	2611	2845	2810
s_5359	ZNF705B	2682	8390	7869	1593	9136	18035	18727	9231	6226	18248	13931	7885	729	2211	3578	1937	4619	10088	14608	4830	5200	8734	12606	8971	6241	16802	13384	2903	5611	7693	9151	6023
s_5637	Non-Targeting Control	2171	5829	6324	1134	7151	15223	20296	6669	4935	17485	17749	7196	1441	2244	3110	2253	2382	6595	17989	3437	3616	9762	13029	7694	4463	9387	7031	1399	4249	4762	6532	5841
s_764	FOXA2	1394	3979	4222	755	4649	5251	4306	2162	2644	6688	3270	2202	314	2619	1169	2481	1818	2360	7446	1234	2603	3993	6483	1840	2695	6274	3859	1286	2661	3609	5424	3241
s_5906	Non-Targeting Control	1288	4254	4466	768	4643	9923	10555	5295	7536	13816	17051	10371	890	2005	2762	1478	3826	4333	8979	2028	6778	9460	11491	11038	2023	7118	5499	1217	4065	4062	6196	3107
s_5005	ZNF181	1522	4384	5289	922	5048	6082	7003	4142	9594	12689	4314	6030	1078	2490	3388	1835	1970	4680	8284	3190	2561	5115	7531	5216	2546	4966	4355	1389	3986	3099	3249	4628
s_819	HOXA7	1609	3381	3208	798	4095	8828	10772	3911	2433	4619	3929	2033	472	1527	1527	1229	4888	8437	9132	5243	4441	5460	10325	3342	2195	7065	5845	1481	2738	3261	4328	3281
s_3125	ZNF281	995	3506	2314	612	6801	4635	6705	3708	2104	6108	8416	2217	802	987	414	1134	2124	3013	5828	2903	2834	6168	7379	6237	2096	4548	3596	853	2186	2440	3912	2461
s_4693	ZNF564	1240	3461	2857	505	4641	5362	7325	3085	3379	4772	8812	2243	401	688	1850	993	1521	2549	4475	1303	3306	4939	5288	4235	2575	6281	3917	1332	3715	3348	4197	3808
s_1815	SNAI1	1620	3645	3248	988	5979	13433	15507	6547	4678	14430	9762	5765	974	3020	2360	2284	3468	7130	13391	3468	4197	6556	10267	5893	4890	10206	8690	1927	3747	7002	9386	5305
s_1851	SOX15	643	859	1761	247	2487	1478	1670	1600	1833	2312	5913	1913	148	816	921	674	705	1584	1328	483	1442	1334	3022	1515	789	2297	3750	429	2950	4319	4063	3558
s_2498	PRRC2A	532	1946	1797	445	1575	5021	6437	1991	2865	4631	7677	3388	400	1087	1323	1189	1309	2182	4492	902	4507	4799	7326	2184	2218	3429	4537	812	1789	1601	3638	1950
s_1	ABCF1	1026	2316	1896	456	3175	3832	4670	1852	2019	2395	2939	1806	282	483	682	638	1047	1750	2857	1059	1251	2508	3415	1088	941	3282	5871	296	1051	907	1502	950
s_4398	ZFP3	1687	5877	5007	1038	6241	9766	9172	6497	4039	9542	12572	3041	798	1975	2954	1757	4504	9732	17765	4235	5370	13007	13791	8070	3082	9424	7253	1404	4013	4426	7322	3647
s_4264	ZNF697	1344	3441	3173	639	3678	5543	3913	2445	1731	6821	5710	1399	374	652	556	784	1304	1559	4730	887	1918	3770	5171	2382	2644	5009	3892	1360	2088	2661	2455	2794
s_3707	ZNF71	817	2645	4200	395	3004	2594	2343	2176	3149	7913	2566	3069	349	1088	2451	1627	1647	2697	6371	1973	4428	6463	7463	4786	1713	4389	5691	1065	3333	3582	4987	2403
s_4045	ZNF611	3431	10011	10041	1837	9969	17551	15711	9234	8529	27155	36033	13176	1426	4285	11000	4162	6300	13924	18246	5889	6179	16878	23609	11816	7174	16059	13797	3216	7999	7833	13252	6576
s_886	HOXC8	1925	4118	5382	1008	4200	10299	8416	3309	5345	6738	9566	4986	1016	2264	2944	2144	2363	5711	7730	2844	4743	6320	8543	5714	4897	9230	7318	1889	3830	4480	5559	4278
s_2734	SOX13	796	2571	2861	402	2278	3508	3289	3227	1283	5407	1235	3397	728	1310	753	1402	2362	8835	14330	4391	2388	5048	4214	3653	1909	5179	4792	871	4211	3407	3282	3425
s_2122	TNF	2137	6515	6933	1147	7657	9613	13136	6268	9383	14625	18284	8353	1373	3384	2516	2948	3438	8321	15796	3943	5027	11879	13187	9274	5117	15749	11732	2951	5914	5791	6035	5805
s_659	GTF2B	1416	3693	2880	743	5760	5816	5629	5185	4081	5974	12019	4132	728	898	1684	1573	7403	4397	5913	3619	2939	7231	6328	5403	2458	8184	5420	1524	4050	3220	3351	2857
s_5321	ZNF735	1571	5367	5316	832	4888	11229	8882	6539	4003	8549	12029	3831	981	1654	2244	2196	2183	5460	8873	3385	3157	7016	8868	4629	3052	6671	3781	1372	3622	7560	8801	4383
s_1193	MAFG	889	2799	2654	569	2922	6826	4765	2843	3766	4813	8434	3125	1126	2750	2453	2545	2813	4715	12231	3050	2734	7686	8947	4354	3319	7051	6512	1772	2276	2608	4337	2704
s_4431	ZNF684	3345	7158	6156	1679	9365	22393	24412	11496	11033	21993	17794	9079	1176	4116	3840	3059	5012	6786	12235	2797	5426	9811	13080	9823	5490	12228	10795	2461	5490	6143	8165	5830
s_4342	ZNF501	1220	2831	2166	574	7322	7045	7984	5351	2599	7981	10425	3414	655	2099	1947	972	1401	3064	4938	1896	3445	5411	5471	4291	2207	5339	4259	1115	3003	2114	4577	2554
s_5848	Non-Targeting Control	1375	4988	5646	927	4068	8180	9104	3219	4555	9557	11178	5243	765	1371	2178	1236	1983	7554	12963	2383	4155	7883	11779	7667	3882	11681	7859	1929	4235	5834	8111	4873
s_446	ESRRB	2071	4923	6453	1168	8621	13605	12339	7372	3475	6335	8694	3071	544	2007	2533	1712	3579	5374	7301	3339	4047	5499	7092	5097	3619	9157	5961	1882	3683	5520	5861	4074
s_5681	Non-Targeting Control	1134	2388	2529	636	2255	5831	8080	2593	2617	2539	9492	1405	934	1535	1170	1144	1390	4231	5688	1681	1620	6752	5351	3401	1913	6317	6424	1229	2368	3299	3159	2860
s_1798	SKIV2L	935	3044	2764	584	3486	3421	4579	3666	1788	3059	4187	3006	389	758	1301	1063	2865	3035	5270	1313	2912	5233	6147	3382	2169	3857	4653	928	2369	2404	2597	2948
s_2080	TFDP1	1160	2087	973	428	2845	795	1049	1888	3219	2345	826	983	567	163	380	736	1376	4360	4056	1636	1432	1845	3131	1232	825	2309	632	331	1583	736	1086	612
s_2624	NR1I2	1480	3348	4068	753	3252	10752	6214	4545	4239	10050	5773	4600	685	1346	3598	1465	2410	4658	8623	2615	3356	5608	7776	6565	2383	8039	4736	1269	3424	4786	6047	4192
s_812	HOXA5	1054	2166	1868	458	4375	4879	6702	3687	5002	4895	3678	1865	522	1162	1587	1645	1758	3342	7633	1381	2941	3515	5122	3903	1709	4464	4107	1211	1884	2650	3257	3059
s_2967	BTNL3	1623	5142	7122	1055	7689	12028	11770	7224	5068	14098	11170	5516	883	1869	2415	1534	2684	9640	17037	4398	4128	9188	9660	5791	3330	8658	5260	1457	3775	4662	8610	4973
s_5211	YY2	952	4033	3574	586	3107	7147	7752	3608	2833	8682	33732	4840	544	1578	1111	1689	1343	3694	11237	2227	3409	6624	10786	2499	1651	4163	4641	722	3261	2008	5058	2653
s_4409	ZNF441	2516	4811	5491	918	5024	8563	7517	3182	2495	13559	22360	3189	1199	2050	2502	1631	4783	6594	8817	3525	3525	6297	8663	5289	2293	5164	3831	851	4133	3136	3629	3501
