sgRNA	Gene	D1_MOI2_High	D1_MOI2_Low_Mid	D1_MOI2_Low	D1_MOI2_Mid_High	D2_MOI2_High	D2_MOI2_Low_Mid	D2_MOI2_Low	D2_MOI2_Mid_High	D1_MOI5_High	D1_MOI5_Low_Mid	D1_MOI5_Low	D1_MOI5_Mid_High	D2_MOI5_High	D2_MOI5_Low_Mid	D2_MOI5_Low	D2_MOI5_Mid_High	D3_MOI2_High	D3_MOI2_Low_Mid	D3_MOI2_Low	D3_MOI2_Mid_High	D4_MOI2_High	D4_MOI2_Low_Mid	D4_MOI2_Low	D4_MOI2_Mid_High	D3_MOI5_High	D3_MOI5_Low_Mid	D3_MOI5_Low	D3_MOI5_Mid_High	D4_MOI5_High	D4_MOI5_Low_Mid	D4_MOI5_Low	D4_MOI5_Mid_High
s_2141	NR2C2	1433	4207	3640	782	6207	6262	5185	4856	4522	10728	9812	3395	808	1569	1945	1335	2030	4855	9782	2233	3795	5482	6850	2459	4408	7249	6070	1913	3726	5398	4736	4400
s_1411	NHLH2	973	3076	2348	578	2040	4116	4069	1392	4754	11221	8719	5443	657	976	1424	1296	3127	5868	7226	3154	2099	6437	7530	5105	3294	7539	4606	1689	2208	2726	3291	2697
s_1606	PPARA	766	4059	6310	669	4530	6902	3059	3752	2673	5572	2025	3818	230	950	412	632	2411	5721	9647	2039	2136	4711	6103	3547	3645	9096	8642	1702	3424	4022	4652	4529
s_1278	MXI1	2081	5374	3984	994	5603	9126	6960	4119	8586	14977	9363	5314	1089	2329	1732	2295	7237	5420	12915	3627	4269	6648	7562	5143	4177	9826	7953	1812	4257	2531	2724	4453
s_1243	MITF	1174	3231	3645	607	4618	5694	5894	3667	5002	10114	14312	6135	676	1995	1912	1566	2271	5182	12472	2703	3210	3540	3738	3246	2723	5135	2872	1623	3433	3318	4393	3857
s_1466	PAX1	600	1305	1155	308	2755	3968	2466	3166	2171	5729	6573	2343	356	609	764	612	1146	3011	4024	1346	1009	2061	2630	975	1263	5924	2864	888	1323	1350	2570	1198
s_2664	MSC	1058	3170	2659	502	3373	5870	4169	2705	2643	8358	10353	1712	668	1299	961	1500	2042	5328	6997	2426	2680	5984	8172	3215	4668	6210	5213	1428	2318	5008	6795	3341
s_5129	ZNF761	1596	7521	9572	1213	5097	7283	6166	3940	6122	12925	12752	5648	486	2164	3315	2349	4780	8172	20287	3695	3272	10578	11220	6852	6590	13608	10978	2752	3231	4629	8175	3820
s_3247	ZBTB11	1402	5022	6686	1080	3104	8266	4576	3335	4341	7996	14178	4267	906	2615	1975	2584	4000	7948	16080	3210	2669	6618	8983	7574	1754	8751	7256	983	2345	5104	5163	4939
s_5394	ZNF891	1638	4736	4679	838	3522	6538	4477	3002	4761	7404	6625	4159	401	919	1804	1095	4178	5309	11058	2016	3947	7999	9061	6874	2769	12355	7382	2000	3668	3696	4749	3996
s_674	GZMB	1267	3116	2606	624	2711	5209	3907	4348	4987	5283	7674	2925	626	1117	372	1386	2467	3620	9043	2356	1896	6112	5687	4696	3258	5943	4443	988	2360	2655	2570	2612
s_2661	MSC	1733	4501	5806	630	7101	8867	7783	5763	4932	16756	12615	5553	1168	1686	1457	2460	3403	4050	8010	1627	4215	6069	8468	4660	5805	8000	7612	1714	2644	3906	5580	3796
s_3818	HIF3A	1438	3598	1429	527	5327	6837	4292	2820	3034	4800	3959	3527	774	1188	1711	1105	2472	3086	6402	2648	3419	7376	7113	4936	2117	6760	4286	777	2075	3436	5309	2618
s_1770	CCL8	2072	7417	7740	1329	9305	15510	18374	7986	7297	12058	19978	9319	842	1743	3498	1413	6654	9826	20672	6277	5714	12851	17834	7807	3782	9108	8710	1796	5646	7404	8122	7386
s_1978	TBX3	1457	3830	3568	772	3791	5713	9768	3939	4982	13331	4802	4341	1373	2227	3025	2765	1998	5706	11762	3102	3705	7999	6597	2803	2807	7736	7265	1561	4011	4872	4089	5722
s_2717	ZNF254	1969	7009	6309	1137	6467	10916	10713	7073	4317	15731	24084	7716	1540	2273	3043	2250	3399	10095	16585	3932	4980	8809	10688	5761	3816	11142	7540	1561	3126	3746	3545	3255
s_332	E2F3	923	1908	2491	452	8017	5204	4251	3475	3256	10099	5234	4464	250	825	640	747	1389	1990	3638	1386	1489	3672	7174	3941	1376	3983	3766	881	2047	2734	3282	2035
s_1273	MTF1	2507	6729	4134	1288	7384	12750	9868	6729	6266	10027	13703	5828	1403	2628	3538	3867	3986	6217	10034	3801	6944	8751	14827	6594	6599	15139	10499	2930	6175	7003	6976	7836
s_2309	ZNF45	1487	3472	4779	750	4604	9889	7060	3981	8776	14430	6858	5747	967	2048	2106	1892	2386	5135	6086	3336	3214	5873	9222	5768	2576	8456	7658	1301	3175	5509	6726	4266
s_4313	FOXP2	2622	6151	4971	1173	6606	8813	9961	4750	14883	11717	9486	6427	983	2573	3340	2517	3064	6205	10958	3477	4515	9919	11666	5016	3154	7100	5482	1384	3981	4672	2815	3740
s_2459	ZNF205	1112	2589	2973	609	3728	6917	6198	6164	1872	5758	5922	3322	421	804	1025	851	4181	4374	7791	3501	2229	2783	4798	4606	2102	5335	3462	863	2445	2317	3516	2533
s_3213	HEYL	1942	6093	4451	987	2380	9169	6485	3744	6448	9470	24466	4810	857	1275	1838	1394	1529	3573	8727	1753	2672	5096	6696	3849	2611	5916	7111	1150	2670	2831	4435	2873
s_801	HOXA3	1320	4410	4896	860	5441	6459	10793	4755	8401	10082	15758	4538	964	1937	1605	1902	1789	3213	7285	1635	3809	6570	6090	3515	3249	10213	9491	1795	3169	4937	6065	4004
s_5793	Non-Targeting Control	2199	6963	5507	1195	6132	10422	11490	5138	5400	11186	15171	5679	1030	1757	3038	1662	3500	9420	12859	2928	6312	12854	15120	8902	5811	16288	9710	3200	4045	3926	6185	3192
s_5106	FOXD4L4	359	564	1334	168	1063	3776	4847	1144	4228	1329	4551	1918	268	332	1041	303	733	1048	1844	443	1839	1776	2089	1608	1757	3328	5702	644	1263	1106	656	810
s_3195	PTPN22	1634	4596	4011	966	3315	9038	8372	4340	4855	10256	15270	5490	822	2614	2348	2016	4252	4339	6813	2908	1701	6001	7858	5378	2320	5490	6873	1130	2640	3446	6331	3388
s_2040	TEAD3	1073	4143	3803	749	3310	4897	7214	2968	1334	10119	9107	3709	892	2362	3098	1942	3407	8412	13418	2924	1759	4849	4586	3209	2231	9215	6517	1214	2164	3747	3265	2380
s_4205	LHX4	1010	2510	2787	522	2679	5308	5374	3266	4057	5842	4991	2087	436	1266	1424	1072	1482	1937	6824	1489	1975	3550	4310	3217	1674	3828	2456	842	1701	1730	2604	2095
s_2509	LST1	2140	6930	5963	1159	5217	9755	12758	5963	6879	18316	21125	7432	916	3114	3508	2342	5530	7634	12012	4403	5990	10129	13292	7778	4773	11446	10132	1864	5641	7614	10376	6683
s_4333	ZIM3	1214	3302	3668	558	4712	6505	8983	4768	1985	3473	4860	1484	722	1083	1108	640	1280	5484	7289	1874	2598	4098	6627	3217	1630	5383	2610	856	2205	3749	4788	3039
s_4788	ZNF585A	1868	4763	4103	1084	5660	10543	7003	7863	7906	16143	17561	9832	853	2947	4131	2077	3406	3070	6974	2618	5648	8294	10980	5682	5125	12222	9086	2670	5237	6861	8721	4750
s_1321	NEUROD1	1162	3410	3289	748	6615	8479	9122	3503	6773	11415	20433	5345	997	1491	2603	1469	2920	2494	5224	3131	2471	6594	7156	3922	2003	5848	3571	1017	2805	1644	2244	1544
s_3425	SOX18	1386	3754	2268	740	3908	4430	5945	2867	3050	4487	11862	2984	393	2487	1670	939	1465	3169	4872	1882	2914	4009	6925	3505	1028	5630	6540	734	2122	3536	4055	2808
s_3650	HOMEZ	1094	4173	3064	766	5791	6295	9514	3786	3340	5536	7021	3403	874	855	1543	1253	1624	4674	11112	2586	2711	6346	7548	2150	2659	4887	5398	1296	3000	2596	4401	2933
s_2854	BTN2A2	1891	7423	5387	1301	5163	11524	6326	5491	6110	11319	13893	5512	610	1861	3376	1661	4577	17524	23365	6198	4087	10000	12036	5319	2465	11606	7968	1888	4871	5759	6877	5139
s_3551	MESP1	1676	4439	4861	974	4924	9345	4671	3609	5748	11213	25791	4821	1008	2042	2260	2193	3983	4163	7785	2541	2824	7244	6627	4775	5951	9360	7217	1405	5039	5953	5207	3342
s_2494	PAX8	1392	3180	3190	792	5218	12511	10596	5943	3919	9639	12574	4336	404	2044	2034	1459	4306	7531	12041	2857	3996	5831	6634	4137	4211	7667	4597	1964	4267	4748	6643	4243
s_4810	ZNF584	1155	3483	3046	662	1269	7479	5743	3932	3981	11065	15559	6384	713	1192	1909	1530	1351	2661	7307	1612	2594	3895	6832	3308	1867	5853	7688	998	2875	3901	4757	2798
s_5879	Non-Targeting Control	2040	7331	5595	1134	7190	11246	8460	6114	6798	27694	26777	14425	1401	2953	3382	2411	2345	6442	9552	3186	3892	7896	8864	4868	3525	12272	9994	2558	4254	6963	7262	5798
s_5493	Non-Targeting Control	1570	6725	6888	1047	3972	9347	9960	4011	3410	12919	13100	5601	1309	2682	2081	2708	3538	6723	13198	4051	2878	8497	11127	3471	3483	11908	8486	2122	2683	4097	4993	3975
s_5799	Non-Targeting Control	1637	5243	5289	798	5377	12426	8131	5910	3581	16516	13357	4118	844	2081	2614	1701	2785	4847	12348	3473	5342	6736	9412	7611	2999	8279	16189	1165	3905	4819	4800	3942
s_1547	PLAGL2	1834	3725	3509	810	6550	11824	7724	4679	3400	10853	15030	4968	1115	2916	2323	3000	2398	5593	12008	2456	2478	5611	8732	6484	2562	5845	5512	1262	2347	2415	2689	2361
s_1365	NFIB	1780	4544	5051	1207	5425	7961	9620	5463	4419	9925	12771	4003	782	4727	4834	2470	2132	7438	8594	2652	5556	7405	7217	5473	3970	8619	4740	1828	2660	4804	7767	3795
s_601	GATA3	1433	3310	3714	707	5353	5564	5333	3543	4899	5052	4907	4417	710	2255	4069	1662	1982	3274	4535	1432	2380	5726	7396	2626	2517	7056	6738	1334	4140	4744	3105	5871
s_605	GATA4	814	2189	3940	548	3181	5262	3948	2507	1964	6555	6680	3491	681	2207	2354	1864	1817	2346	7620	1065	2750	3978	5716	3887	2534	6309	2431	1023	2764	3602	3788	3417
s_2455	ZNF202	1447	4794	5551	1067	5377	11132	10886	4510	6073	11666	9449	6532	984	2490	1495	2320	3587	8918	13659	4301	4093	7150	10005	5238	2591	9695	5749	1544	4977	7135	5211	6646
s_5434	Non-Targeting Control	871	3469	3929	574	4078	4918	7945	2754	2097	4970	7256	4048	421	807	1935	978	1695	2513	3642	1640	2366	3775	5034	2929	2453	7527	7054	1014	1895	2111	2435	3373
s_3886	ZNF343	1428	3447	2573	682	5892	7755	7050	4467	7379	8276	15067	6603	809	1428	1246	1412	2027	4443	7098	1745	3851	7065	6977	4382	3008	6178	6669	1213	3863	3373	5387	3612
s_1687	RFX2	2270	7506	5603	1354	8500	13608	10408	6436	5839	14768	12339	6109	607	2861	2739	2115	4655	8945	17475	4803	4839	8554	11661	6919	4631	10462	6477	1687	4393	6819	7826	6444
s_736	HLF	1623	3559	4198	820	5878	6506	6941	3425	3570	10316	4189	4777	822	1342	2471	1450	1656	3078	5404	1964	3168	4553	5564	4052	2836	7260	5737	1128	2803	2144	4341	2470
s_5448	Non-Targeting Control	1677	4969	4960	896	3940	11837	10923	6148	6314	9954	11813	5245	799	1717	2808	1829	1649	4255	5383	2516	4103	11044	11908	6702	3710	11448	9638	1915	4196	5507	4308	5166
s_2983	SOX30	1140	3070	3672	689	1462	6213	8306	3064	2836	11156	11389	4552	593	983	2533	1122	1384	3730	8077	1357	2788	6403	7036	3286	3767	4933	3455	1673	2247	3886	4273	3301
s_476	ETV4	1710	4074	2696	904	3696	10441	8153	4212	3995	8389	7656	4032	618	1475	1261	1411	2633	4402	7107	2697	2684	4958	5179	3691	1989	6217	2969	1366	6469	4945	4193	5496
s_3318	NEUROG3	1802	4086	3878	794	5463	7292	5091	4038	4330	8637	8260	2951	687	1100	2387	899	5947	4672	5873	3240	4189	6738	8260	7156	2196	6376	8491	1206	3864	5537	5020	4998
s_5280	SEBOX	837	2743	1931	543	2349	5804	4257	3144	3538	5799	8317	3265	493	1327	1490	795	1592	3623	7732	1404	2427	5835	8499	2768	2391	6309	6104	1434	4278	5309	3308	3990
s_1908	STAT1	1149	3140	4053	609	2989	5126	6834	3269	4108	5573	8763	2233	1328	1424	2351	2069	2624	4135	4816	1916	3058	3413	6234	2880	2552	9026	6330	1349	2717	2639	4444	2836
s_2775	NR1I3	1110	2679	3791	532	4159	8841	3980	3820	3683	4295	8775	5310	761	1026	1907	1719	1047	4750	5284	2329	3298	3090	4902	3106	837	3336	4535	654	1982	3268	3509	2562
s_2616	JRKL	1665	4205	4376	801	7360	12094	10448	4949	9271	13882	9144	6379	972	1732	2359	1556	3426	3867	6908	3288	3322	7298	8346	3884	4451	10105	4058	1723	4739	4757	5580	4454
s_1992	TCF3	1931	7389	6329	1483	7172	16081	15651	6560	4295	11964	14474	4213	642	3061	2795	2048	2873	6203	10715	2530	4876	12199	12577	6372	3861	14097	11196	1922	4743	6080	6500	4227
s_3460	SOHLH2	2219	6745	6227	1318	11197	12522	15328	10045	6969	21462	31893	8091	1430	2428	2568	2924	5240	12853	23374	5158	5590	10281	13329	9838	5007	12124	9329	2894	6372	6498	8830	4680
s_1572	POU3F1	3198	8069	7357	1100	2858	9229	5460	4125	4885	14598	14964	6781	736	3062	2529	2113	4507	5627	8325	3455	2710	7389	9014	2959	3196	6555	4743	1575	3280	6808	5459	4950
s_1455	OTX1	961	3084	4489	513	840	3029	5778	2275	1783	4350	5129	2759	303	316	1227	836	1152	1824	2092	1807	1835	3382	4712	2692	3047	5464	2669	1179	1951	1712	1598	2219
s_4911	FOXR1	2149	5598	6644	1358	7807	15867	14405	9125	6303	16825	13993	5918	1318	2846	3207	2707	2491	5397	9292	2827	3128	11933	13379	4518	3555	14420	8395	2398	3908	6339	5345	5026
s_71	ATF4	2232	5556	5555	1045	8275	13541	15942	6434	6521	15413	11698	5699	899	2342	3296	2120	4093	7334	14093	3496	5103	10402	15176	9073	4204	12988	6669	2313	3471	5371	9754	4316
s_2700	ZNF264	972	3628	2791	718	2500	5443	7210	3359	4310	6396	10084	4191	559	1659	1145	1545	2597	4973	6961	1921	1961	3947	6384	5810	3726	9263	5605	1514	3689	2753	4299	3351
s_4893	ZNF549	1480	3599	3482	762	3962	9922	8340	3809	2405	7665	7251	4865	639	2027	2003	1408	3395	2525	5518	3868	3456	4954	6732	5313	4204	8538	4042	1479	2665	4356	4190	2949
s_2501	GPANK1	917	2245	1224	444	1996	4805	3777	1787	2228	7257	8156	3038	1019	542	835	544	1890	2082	2560	1335	1176	3982	4502	3725	1752	3528	4947	498	791	1246	1667	920
s_2860	ZBTB18	1676	5153	4799	918	6444	8251	10419	4829	4949	10591	19464	3923	559	1804	1828	1300	3307	5162	10271	2407	3720	5350	7332	3062	2607	7118	6728	1494	3192	4972	6521	3548
s_496	BPTF	770	3323	4150	609	2314	4736	5594	2526	2198	7409	7993	2997	847	1384	1650	1042	1581	4316	4786	1709	3499	8208	11543	8014	1978	4702	4243	1160	2143	3337	3949	3276
s_2328	ZNF75A	1557	4674	3669	821	6536	10358	10594	4302	6400	9026	14075	4797	911	2885	2500	2048	1456	3452	7350	2026	3768	7655	10114	4708	2303	4614	6647	1243	4412	4991	5546	5362
s_908	HOXC13	1481	3457	3298	769	5138	10462	5544	4600	3278	8663	10141	3170	687	1883	2284	1324	3110	2516	3986	2637	4166	6067	7375	2987	3810	8032	6018	1531	4423	3854	3633	4721
s_632	GLI1	1526	5122	5881	970	7997	10276	8980	8156	3403	10351	14586	4250	559	1419	2387	1430	2830	7527	11121	3142	3744	7405	12193	6315	3459	6803	5694	1654	3039	5646	5635	3736
s_304	DLX5	1131	2948	3593	537	2475	8206	7398	2891	4174	8293	7778	4357	514	1336	1179	1290	1987	3405	5212	1756	2977	7030	8434	5357	1519	6697	6482	1117	2013	2928	2696	2635
s_5764	Non-Targeting Control	1572	6514	7205	950	5199	8986	14121	4360	6107	12487	14079	8503	840	2617	1553	1728	2802	5240	13250	2639	4873	8734	12085	6650	5028	14636	10812	2318	4855	6258	6858	5545
s_350	EBF1	1301	3041	2867	745	6182	6229	7588	3360	5726	8827	16622	3879	738	1601	2500	1909	1591	4290	7533	1874	2439	5789	7178	5066	2294	6735	4344	1144	2910	4017	4962	3407
s_5683	Non-Targeting Control	1324	4769	3340	714	3872	8772	7221	3918	2768	6394	3070	2586	329	1359	2114	1121	1191	3034	12467	967	3976	7191	8144	5248	1969	9674	8841	1689	3484	9397	8014	5764
s_4462	LIN54	1189	4283	4356	731	2453	5990	5968	3903	3050	10685	20520	3785	673	1657	2421	1404	2555	4778	9938	2272	3068	5811	7270	4274	2991	12394	7581	1694	4925	5346	4414	5650
s_4163	ZSCAN10	912	2366	2041	405	2768	3643	4199	2180	2206	5579	8163	2062	932	1369	1309	1138	1210	4163	6441	1851	2059	3879	4622	3467	1120	4854	2903	897	3990	2301	2884	3249
s_974	IFNGR1	2252	4416	4416	1161	5279	6319	4320	4183	4857	6612	6396	3317	669	2111	2702	2017	1938	4946	7945	2141	2989	6544	6835	5251	3221	9058	8800	1327	4316	5147	4239	4570
s_2231	ZNF8	1779	4441	4871	1003	6488	10160	11369	6319	5294	10769	32617	3452	886	2525	2684	2357	3943	5199	7549	3101	2981	8199	7452	3388	4343	9397	10115	2100	3004	4940	3812	4885
s_5194	HELT	1428	4521	5614	655	5623	8989	7675	5681	6814	12168	10876	9090	514	1393	1446	1577	3314	4261	7183	2411	4851	9292	8258	7479	3547	7939	6548	1535	4086	5898	5971	5179
s_5544	Non-Targeting Control	2284	5864	6758	1022	4599	8783	9087	4907	7746	13163	14670	6459	1224	2982	3659	2451	2365	8414	18361	2652	5961	11565	12081	8560	4223	8462	6204	1755	4651	5221	5790	5792
s_1850	SOX15	1374	4895	4616	948	8396	9854	9437	5593	4732	15011	10498	5650	1004	3483	4321	2907	2109	7850	24264	3158	3978	9965	8877	8943	3763	12081	15480	1991	5314	4954	5264	5208
s_3523	ZNF701	1494	4891	4292	1062	5791	7548	6240	3773	3942	16799	15692	7216	942	3326	4168	2216	4768	8806	17058	4847	4651	8534	14243	4541	4715	15521	11519	2350	4817	5096	6313	4925
s_92	PRDM1	1905	6109	4816	908	6859	9126	9619	7448	3585	10683	4629	3739	917	2147	2197	1878	3029	9395	10974	5787	5913	9380	10336	9843	4118	14762	10283	2272	6557	7454	7805	6189
s_1324	NEUROD1	1507	2967	3391	800	7082	9346	7616	6312	3559	7180	18873	4059	635	1469	1828	1168	2195	6417	9596	3176	3510	6094	9000	5991	2552	9765	11874	1376	3229	3229	3353	3045
s_1327	NEUROD2	1060	4177	2733	592	4261	6000	8571	3694	3208	6776	10496	2868	881	1518	2856	1230	1461	7872	9214	1976	3149	4415	5626	5201	1793	5533	4569	883	2723	1991	3794	2903
s_80	BACH1	1376	2567	2211	663	5069	7598	9670	2979	3570	7654	14915	2440	678	1456	1139	1511	1818	4789	8944	2745	2459	4628	6222	6052	1723	7473	6336	1293	3235	4619	4309	3408
s_1661	RARG	1654	3468	3628	661	7686	6856	5008	4181	2413	4859	6667	3687	554	1959	2005	1571	3609	7275	14322	4325	3839	5494	8304	6406	2671	6697	5817	1208	3630	5568	6229	5202
s_1012	IL4R	1644	5003	4647	1092	5187	10200	9101	5123	3198	8212	12860	4063	765	1748	2062	1482	3222	5364	5920	3424	2991	8200	10761	5183	4328	7361	5793	1352	3650	3607	4857	4066
s_5436	Non-Targeting Control	2541	8603	8241	1470	6656	14632	17353	6575	7640	20382	21308	8225	1458	4024	3813	3288	4359	10290	15273	7979	6749	13336	16996	6322	5337	17204	13671	3017	4508	8487	8746	6590
s_1757	CCL4	1191	3497	3258	704	3059	8253	8890	3955	1197	2707	6538	1951	581	1795	1399	1321	2275	3292	4457	2095	3338	5388	8594	4084	2606	3717	2949	1166	2523	3332	5377	2977
s_4852	FOXK1	2520	5004	4487	1169	8715	9425	8659	6509	7856	11414	15745	6202	1399	2099	2188	2173	3416	5126	7007	2342	4381	6561	7714	2550	3854	6283	3301	1152	5577	5307	4255	3996
s_4075	ZNF484	2824	7437	6799	1328	8358	10032	12344	5743	5057	17346	24150	5169	1098	2397	4010	2051	2539	6341	17978	3300	5743	7483	11535	5501	3619	11801	13659	1958	5665	5968	8351	5856
s_3412	KLF13	1293	2536	1683	585	1603	3351	2050	2034	4028	4147	1494	3217	409	1158	1216	918	2511	3062	4019	2180	2564	3783	4645	3273	2292	6012	1958	1138	4730	4297	3097	3624
s_2460	ZNF205	1627	5547	4575	905	3960	10105	9311	3362	4073	11381	8073	6366	427	1337	1173	1178	2891	4576	5154	2215	2873	4887	5447	3398	2610	9177	6233	1626	2684	3820	5298	3252
s_2520	MAFK	1301	8043	5665	828	5573	7947	6045	5241	4481	8127	10549	2996	596	1336	2714	1223	1744	3213	8044	1480	3709	8298	9634	4963	3780	8826	10303	2078	4758	5372	4889	3876
s_5898	Non-Targeting Control	1851	4546	4366	779	6497	9536	9164	4845	4498	7361	6148	3600	517	1648	1368	1693	3111	6082	11414	3579	3426	8518	10430	4022	2948	9186	14083	1228	4620	4624	4607	4662
s_2798	ZNF263	1935	7166	6642	1215	9061	11829	15518	8149	7607	14384	15421	7734	730	2491	2971	1913	2929	7945	20419	4355	4250	8302	11253	6579	4583	14791	9908	2184	6062	8391	9606	6394
s_1443	YBX1	789	2460	1730	457	2121	4353	3552	2359	1755	7383	2367	2107	236	984	1566	533	715	431	2521	732	2044	3979	5185	3769	1221	3651	2391	635	1583	1614	1772	1009
s_515	FOXD1	780	2270	2761	451	1629	2460	1010	1211	2499	4382	3301	1622	218	563	823	678	1533	2541	2252	1830	1900	2732	4596	3529	980	3990	4785	473	1009	1182	1558	894
s_1552	PRRX1	1052	3177	2253	630	5108	9248	5696	5802	5116	11198	16889	3063	580	2098	2494	1559	2743	3228	9079	2262	2334	6344	6975	5188	2294	7494	5626	1611	2863	5968	8963	4344
s_716	HLA-DPB1	1371	4994	4817	759	5296	11303	9971	5172	4914	8895	14121	3292	1068	1820	1767	1664	3170	7530	19901	3995	4399	10374	11065	6062	3465	8888	9013	1625	3870	3898	5441	5159
s_3047	MTF2	1841	6445	5241	1204	5497	13899	6420	3356	6697	10189	5786	5763	610	2254	1381	1935	3660	6178	8548	3211	4410	5838	9709	5024	2544	8162	7883	1616	3363	6256	7037	5501
s_500	FOXG1	1032	3303	2375	680	3789	4321	2380	2198	2059	4245	3460	2179	846	860	1020	1165	2340	4874	7355	1462	3146	4558	6326	5219	2241	6022	4556	1343	3959	6397	6274	4041
s_2343	ZNF85	1066	1931	1486	436	5532	2271	2001	2401	2787	4224	1571	925	722	952	782	1192	1427	2910	1409	1686	2551	3360	4453	2784	1705	2200	528	483	1985	1554	2229	1258
s_5362	ZNF705B	1616	5990	6154	831	6936	7141	5507	6034	6678	19070	23713	8056	1017	2319	1892	2258	2864	5242	9613	2356	4007	6134	8940	3541	3323	11182	7981	1953	4119	7209	6057	6631
s_5880	Non-Targeting Control	1771	7149	5192	1164	7319	10483	12890	6659	8239	16222	12728	6698	1172	3164	4135	2646	4602	7019	24818	3455	6063	8428	11756	8222	3563	11640	13436	2336	5614	7600	7763	7339
s_2106	THRB	1655	5713	7169	950	3675	10247	6402	3087	7142	10398	9361	5476	542	1358	3201	1661	2478	6353	13142	2941	4929	9253	11049	6031	2971	8422	8851	1564	4619	4604	7942	4026
s_1550	PRRX1	767	2821	1128	587	4809	3978	5165	2044	4089	7777	6326	3845	308	1988	1922	1199	1768	4695	12139	3275	1423	2486	3527	1491	1632	7458	4340	1182	3425	2567	2669	2936
s_4347	OSR2	1559	4308	2499	774	3038	7487	5567	3009	1848	6232	9619	3024	341	845	934	927	2995	4729	4518	2083	2748	2688	4796	3062	2785	6806	5103	1068	2983	3006	3078	3051
s_2567	SOX14	1021	2679	3003	503	4082	4582	5017	2548	2689	8473	8585	3780	525	1154	1290	1332	2206	5707	17984	2344	3965	5534	5773	4102	2264	7543	9790	1414	2810	2340	2880	2934
s_4545	ZNF418	1199	3621	3747	680	5080	8626	9425	5160	3327	19320	24419	5207	954	3004	2337	2112	2032	6243	10214	2472	3933	9204	9852	5162	2116	4860	3830	1201	3722	4706	6629	4615
s_3662	ZBTB4	1826	3510	3247	901	4332	5516	8001	4610	2420	7538	9277	3896	647	2132	1837	2096	3108	4440	6639	3432	3567	4431	8276	4381	2159	6894	7718	1183	3971	2830	3930	3291
s_4818	TUBB	367	930	827	244	663	353	931	436	842	2278	1562	519	219	254	243	385	669	476	1247	504	1125	576	1067	996	1391	1568	2708	705	3696	1815	1131	1998
s_4242	ZNF439	2293	9811	14548	1433	6817	8848	13966	6487	8534	22799	23283	7515	1463	3836	3654	3083	5395	5932	19431	4894	6312	10205	14187	10085	5119	13105	9772	2557	6731	7046	10833	8306
s_424	NR2F6	1522	3272	2985	747	3737	2984	3014	2971	3413	6362	6636	2684	742	2222	2061	1307	1724	2890	4896	1580	2561	5799	5091	4661	4454	5673	2150	1146	3030	1816	1944	2677
s_3607	TBX20	1438	4266	2792	815	4064	6308	5873	2992	3798	6803	9177	5239	802	2215	2709	2606	2479	5248	9515	2295	3333	5885	9028	2999	2134	5061	5518	794	3782	3794	4420	3656
s_2305	MZF1	1657	4045	3268	969	3413	8272	14104	5311	6052	12740	13772	7362	1345	2123	2417	2219	3083	3247	6744	2553	3979	6806	6752	4059	2782	7704	4066	1220	4363	3341	3875	4334
s_3143	ZKSCAN5	2155	4881	4720	1054	6140	11945	11764	6793	5460	20180	13336	9971	993	4903	4420	3064	5743	14655	14625	5681	6097	9812	12494	10742	2820	10795	7290	1371	5831	4546	7656	4842
s_2675	MED14	1753	3885	2563	1203	9375	5931	5819	6253	4557	8121	7859	6373	1351	1375	1923	2190	2600	4214	7346	3252	5025	6098	7456	4411	3628	6789	4344	1324	5359	3046	3220	4517
s_1801	SLAMF1	757	2572	2025	458	2195	5413	7220	3577	2134	9555	8922	3134	503	939	939	1072	1306	3814	5683	1476	1770	2277	3300	1938	763	3589	4161	664	2531	2697	4621	2577
s_185	CEBPE	1894	5195	3428	820	3116	5190	2700	3569	3257	8940	10827	4078	601	2270	2535	1504	1863	3299	7019	1331	3005	6530	7331	3498	5634	12991	9099	2456	4704	4750	4500	4834
s_5761	Non-Targeting Control	2370	6934	6351	1421	11014	9111	13857	12106	5203	20399	11923	7409	2170	2685	1885	3473	2698	6868	10757	2429	4072	8368	11244	5867	3820	9736	7108	1994	4482	6342	7745	4600
s_3393	PRRX2	1683	4804	3860	792	6086	5604	3381	3455	4757	5481	8962	3096	402	753	1373	790	1605	4341	6014	1957	3264	7645	13010	3206	2950	5387	4842	1465	3359	5949	5293	3476
s_2391	ZNF143	1700	3954	3815	927	5136	9557	9035	4320	2573	6304	870	3111	535	1231	1186	1303	2483	3152	9498	1730	3209	7153	8823	4749	2723	8923	5795	1456	4075	2803	4767	3522
s_2684	KLF4	1370	4872	4294	947	3765	8831	9997	8107	15298	11249	11893	4503	1068	1655	2210	2106	3320	4772	7935	2511	2444	4980	7565	4615	2205	3122	2122	1039	3264	3844	4435	2953
s_2742	NFE2L3	1382	3179	4224	697	3884	4302	2977	2822	1799	6588	5186	4424	746	1757	1374	1666	2896	3535	11567	2326	3169	5313	6388	5277	2303	5259	5385	1094	2738	3493	3818	2618
s_5884	Non-Targeting Control	1395	2764	4167	747	7931	7158	5523	4017	3416	7119	15995	3635	542	1253	1854	1104	1306	4584	10341	1918	1697	5409	6125	3691	1360	6648	5739	835	2223	4353	5840	3429
s_469	ETV3	1842	3546	3222	721	5192	7068	4114	4324	3766	13026	6675	4643	477	1073	1546	1309	5186	5223	6439	3541	3099	7222	6576	5994	2559	5931	2406	1249	4218	6857	4636	4708
